Gestor de red;Provincia;Municipio;Coordenada UTM X;Coordenada UTM Y;Subestación;Nivel de Tensión (kV);Capacidad firme disponible (MW);Capacidad comprometida por cuestiones regulatorias;Capacidad de acceso firme de demanda ocupada (MW);Capacidad de acceso firme admitida y no evaluada (MW);Posiciones ocupadas;Posiciones libres;Nudo 0*;Comentarios;Denominación del Punto de Conexión;Identificador del Punto de Conexión
R1-001;Valladolid;Becilla de Valderaduey;317432,074620201;4662889,70914361;4734;45;0;0;0;0;;;0;;BECILLA T1 45;0247092735
R1-001;Valladolid;Becilla de Valderaduey;317432,074620201;4662889,70914361;4734;13,2;0;0;2,1;0;;;0;;BECILLA VALDERADUEY T1 13;0247125139
R1-001;Valladolid;Boecillo;359492,296561983;4600200,44055273;4733;13,2;0;0;2,26;0;;;0;;BOECILLO T1 13;0247125460
R1-001;Valladolid;Boecillo;359492,296561983;4600200,44055273;4733;45;0;0;0;0;;;0;;BOECILLO T1 45;0247091106
R1-001;Valladolid;Boecillo;359492,296561983;4600200,44055273;4733;13,2;0;0;5,6;0;;;0;;BOECILLO T2 13;0247125463
R1-001;Valladolid;Boecillo;359492,296561983;4600200,44055273;4733;45;0;0;0;0;;;0;;BOECILLO T2 45;0247096121
R1-001;Valladolid;Valladolid;353955,682557308;4608705,52465297;4715;13,2;0;0;7,3;0;;;0;;CAÑADA P DUERO T1 13;0247125609
R1-001;Valladolid;Valladolid;353955,682557308;4608705,52465297;4715;45;0;0;0;0;;;0;;CAÑADA P DUERO T1 45;0247090726
R1-001;Valladolid;Valladolid;357567,554627456;4610442,01611636;4722;13,2;0;0;6,46;0;;;0;;CANTERAC T1 13;0247125758
R1-001;Valladolid;Valladolid;357567,554627456;4610442,01611636;4722;45;0;0;0;0;;;0;;CANTERAC T1 45;0247095816
R1-001;Valladolid;Valladolid;357567,554627456;4610442,01611636;4722;13,2;0;0;5,6;0;;;0;;CANTERAC T2 13;0247125762
R1-001;Valladolid;Valladolid;357567,554627456;4610442,01611636;4722;45;0;0;0;0;;;0;;CANTERAC T2 45;0247090833
R1-001;Valladolid;Valladolid;358212,299248244;4614701,39439186;4721;13,2;0;0;7,8;0;;;0;;CEMENTERIO T1 13;0247125156
R1-001;Valladolid;Valladolid;358212,299248244;4614701,39439186;4721;45;0;0;0;0;;;0;;CEMENTERIO T1 45;0247095110
R1-001;Valladolid;Valladolid;358212,299248244;4614701,39439186;4721;13,2;0;0;7,44;0;;;0;;CEMENTERIO T2 13;0247125163
R1-001;Valladolid;Valladolid;358212,299248244;4614701,39439186;4721;45;0;0;0;0;;;0;;CEMENTERIO T2 45;0247090114
R1-001;Valladolid;Simancas;345608,338571057;4602625,8954572;4729;13,2;0;0;4,56;0;;;0;;CH PESQUERUELA T1 13;0247125212
R1-001;Valladolid;Simancas;345608,338571057;4602625,8954572;4729;45;0;0;0;0;;;0;;PESQUERUELA T1 45;0247091002
R1-001;Valladolid;Cabezón de Pisuerga;361741,362485486;4622481,99519887;4730;13,2;0;0;7,2;0;;;0;;CIGALES T1 13;0247125168
R1-001;Valladolid;Cabezón de Pisuerga;361741,362485486;4622481,99519887;4730;45;0;0;0;0;;;0;;CIGALES T1 45;0247090404
R1-001;Valladolid;Valladolid;358096,597798064;4613047,80343127;4724;13,2;0;0;5,1;0;;;0;;CTRA.CIRCUNV T1 13;0247125146
R1-001;Valladolid;Valladolid;358096,597798064;4613047,80343127;4724;13,2;0;0;3,4;0;;;0;;CTRA.CIRCUNV T2 13;0247125148
R1-001;Valladolid;Valladolid;358096,597798064;4613047,80343127;4724;45;0;0;0;0;;;0;;CTRA.CIRCUNVALACION T1 45 ;0247095114
R1-001;Valladolid;Valladolid;358096,597798064;4613047,80343127;4724;45;0;0;0;0;;;0;;CTRA.CIRCUNVALACION T2 45;0247090105
R1-001;Valladolid;Valladolid;356101,563664513;4609984,82154915;4717;13,2;0;0;3,2;0;;;0;;CTRA.MADRID T1 13;0247125151
R1-001;Valladolid;Valladolid;356101,563664513;4609984,82154915;4717;45;0;0;0;0;;;0;;CTRA.MADRID T1 45;0247090635
R1-001;Valladolid;Valladolid;356101,563664513;4609984,82154915;4717;13,2;0;0;4,2;0;;;0;;CTRA.MADRID T2 13;0247125152
R1-001;Valladolid;Valladolid;356101,563664513;4609984,82154915;4717;45;0;0;0;0;;;0;;CTRA.MADRID T2 45;0247090816
R1-001;Valladolid;Valladolid;356632,685981597;4610235,2696366;4720;13,2;0;0;7,9;0;;;0;;CTRA.SEGOVIA T1 13;0247125455
R1-001;Valladolid;Valladolid;356632,685981597;4610235,2696366;4720;45;0;0;0;0;;;0;;CTRA.SEGOVIA T1 45;0247091906
R1-001;Valladolid;Valladolid;356632,685981597;4610235,2696366;4720;13,2;0;0;8,18;0;;;0;;CTRA.SEGOVIA T2 13;0247125456
R1-001;Valladolid;Valladolid;356632,685981597;4610235,2696366;4720;45;0;0;0;0;;;0;;CTRA.SEGOVIA T2 45;0247096906
R1-001;Valladolid;Valladolid;357353,054823086;4615796,92167548;4718;13,2;0;0;2,2;0;;;0;;CABILDO T1 13;0247125134
R1-001;Valladolid;Valladolid;357353,054823086;4615796,92167548;4718;45;0;0;0;0;;;0;;CABILDO T1 45;0247095101
R1-001;Valladolid;Valladolid;357353,054823086;4615796,92167548;4718;13,2;0;0;25,95;0;;;0;;CABILDO T2 13;0247125136
R1-001;Valladolid;Valladolid;357353,054823086;4615796,92167548;4718;45;0;0;0;0;;;0;;CABILDO T2 45;0247095205
R1-001;Valladolid;Tordesillas;337845,32579502;4597844,17634822;4735;13,2;0;0;1,59;0;;;0;;MONTICO T1 13;0247125382
R1-001;Valladolid;Tordesillas;337845,32579502;4597844,17634822;4735;45;0;0;0;0;;;0;;MONTICO T1 45;0247096018
R1-001;Valladolid;Valladolid;352627,688385168;4608383,01439254;4979;13,2;0;0;36,13;0;;;0;;EL PERAL T1 13;0247125372
R1-001;Valladolid;Valladolid;352627,688385168;4608383,01439254;4979;45;0;0;0;0;;;0;;EL PERAL T1 45;0247095819
R1-001;Valladolid;Valladolid;352627,688385168;4608383,01439254;4979;45;0;0;0;0;;;0;;EL PERAL T2 45;0247090806
R1-001;Valladolid;Fresno el Viejo;320528,509380179;4563567,11018719;4748;13,2;0;0;1,7;0;;;0;;FRESNO T1 13;0247125170
R1-001;Valladolid;Fresno el Viejo;320528,509380179;4563567,11018719;4748;45;0;0;0;0;;;0;;FRESNO T1 45;0247091518
R1-001;Valladolid;Íscar;370391,597309523;4579530,33485808;4749;13,2;0;0;7,05;0;;;0;;ISCAR T1 13;0247125670
R1-001;Valladolid;Íscar;370391,597309523;4579530,33485808;4749;45;0;0;0;0;;;0;;ISCAR T1 45;0247092408
R1-001;Valladolid;Íscar;370391,597309523;4579530,33485808;4749;13,2;0;0;7,7;0;;;0;;ISCAR T2 13;0247125671
R1-001;Valladolid;Íscar;370391,597309523;4579530,33485808;4749;45;0;0;0;0;;;0;;ISCAR T2 45;0247096313
R1-001;Valladolid;Valladolid;358552,478705879;4606836,69896878;4184;13,2;0;0;8,86;0;;;0;;JALON T1 13;0247125444
R1-001;Valladolid;Valladolid;358552,478705879;4606836,69896878;4184;45;0;0;0;0;;;0;;JALON T1 45;0247095833
R1-001;Valladolid;Valladolid;358552,478705879;4606836,69896878;4184;13,2;0;0;7,2;0;;;0;;JALON T2 13;0247143312
R1-001;Valladolid;Valladolid;358552,478705879;4606836,69896878;4184;45;0;0;0;0;;;0;;JALON T2 45;0247090840
R1-001;Valladolid;Arroyo de la Encomienda;349202,060844814;4608161,03764127;4496;13,2;0;0;16,58;0;;;0;;LA ENCOMIENDA T1 13;0247125500
R1-001;Valladolid;Arroyo de la Encomienda;349202,060844814;4608161,03764127;4496;45;0;0;0;0;;;0;;LA ENCOMIENDA T1 45;0247096103
R1-001;Valladolid;Arroyo de la Encomienda;349202,060844814;4608161,03764127;4496;13,2;0;0;16,66;0;;;0;;LA ENCOMIENDA T2 13;0247125499
R1-001;Valladolid;Arroyo de la Encomienda;349202,060844814;4608161,03764127;4496;45;0;0;0;0;;;0;;LA ENCOMIENDA T2 45;0247091016
R1-001;Valladolid;La Mudarra;338554,623175907;4628213,94323607;4728;13,2;0;0;3,17;0;;;0;;MUDARRA STR T1 13;0247377888
R1-001;Valladolid;La Mudarra;338554,623175907;4628213,94323607;4728;45;0;0;0;0;;;0;;STR.MUDARRA T1 45  ;0247092702
R1-001;Valladolid;Tordesillas;331969,520553861;4598359,13731992;4233;20;0;0;13;0;;;0;;LOGISTICA T1 20;0247125565
R1-001;Valladolid;Tordesillas;331969,520553861;4598359,13731992;4233;45;0;0;0;0;;;0;;LOGISTICA T1 45;0247092801
R1-001;Valladolid;Tordesillas;331969,520553861;4598359,13731992;4233;20;0;0;15;0;;;0;;LOGISTICA T2 20;0247125566
R1-001;Valladolid;Tordesillas;331969,520553861;4598359,13731992;4233;45;0;0;0;0;;;0;;LOGISTICA T2 45;0247097801
R1-001;Valladolid;Matapozuelos;351233,237788304;4585838,26566935;4746;13,2;0;0;4,46;0;;;0;;MATAPOZUELOS T1 13;0247125188
R1-001;Valladolid;Matapozuelos;351233,237788304;4585838,26566935;4746;45;0;0;0;0;;;0;;MATAPOZUELOS T1 45;0247096305
R1-001;Valladolid;Medina de Rioseco;330682,644523058;4638329,02564624;4727;13,2;0;0;4,23;0;;;0;;MEDINA RIOSECO T1 13;0247125608
R1-001;Valladolid;Medina de Rioseco;330682,644523058;4638329,02564624;4727;45;0;0;0;0;;;0;;MEDINA RIOSECO T1 45;0247092718
R1-001;Valladolid;Medina de Rioseco;330682,644523058;4638329,02564624;4727;13,2;0;0;0,6;0;;;0;;MEDINA RIOSECO T2 13;0247125607
R1-001;Valladolid;Medina de Rioseco;330682,644523058;4638329,02564624;4727;45;0;0;0;0;;;0;;MEDINA RIOSECO T2 45;0247092717
R1-001;Valladolid;Medina del Campo;339228,749232117;4572869,3308915;4745;13,2;0;0;0;0;;;0;;MEDINA SUR T1 13;0206474501
R1-001;Valladolid;Medina del Campo;339228,749232117;4572869,3308915;4745;45;0;0;0;0;;;0;;MEDINA SUR T1 45;0247092205
R1-001;Valladolid;Medina del Campo;339228,749232117;4572869,3308915;4745;13,2;0;0;7,85;0;;;0;;MEDINA SUR T2 13;0247125178
R1-001;Valladolid;Medina del Campo;339228,749232117;4572869,3308915;4745;45;0;0;0;0;;;0;;MEDINA SUR T2 45;0247097205
R1-001;Valladolid;Montemayor de Pililla;377398,14389672;4596108,37636024;4953;13,2;0;0;3,7;0;;;0;;MONTEMAYOR T1 13;0247125201
R1-001;Valladolid;Montemayor de Pililla;377398,14389672;4596108,37636024;4953;45;0;0;0;0;;;0;;MONTEMAYOR T1 45;0247096312
R1-001;Valladolid;Mota del Marqués;319232,712030253;4610049,54674811;4738;13,2;0;0;2;0;;;0;;MOTA DEL MARQUES T1 13;0247125221
R1-001;Valladolid;Mota del Marqués;319232,712030253;4610049,54674811;4738;45;0;0;0;0;;;0;;MOTA T1 45;0247091603
R1-001;Valladolid;Nava del Rey;325003,803496634;4577012,5287506;4747;13,2;0;0;4,6;1;;;0;;NAVA DEL REY T1 13;0247110014
R1-001;Valladolid;Nava del Rey;325003,803496634;4577012,5287506;4747;45;0;0;0;0;;;0;;NAVA DEL REY T1 45;0247091517
R1-001;Valladolid;Olmedo;359052,478245857;4572492,63678913;4750;13,2;0;0;5,2;0;;;0;;OLMEDO T1 13;0247125183
R1-001;Valladolid;Olmedo;359052,478245857;4572492,63678913;4750;45;0;0;0;0;;;0;;OLMEDO T1 45;0247092405
R1-001;Valladolid;Olmedo;359052,478245857;4572492,63678913;4750;13,2;0;0;6,42;0;;;0;;OLMEDO T2 13;0247125186
R1-001;Valladolid;Olmedo;359052,478245857;4572492,63678913;4750;45;0;0;0;0;;;0;;OLMEDO T2 45;0247092427
R1-001;Valladolid;Valladolid;358949,382796399;4612313,70993418;4719;13,2;0;0;7,2;0;;;0;;PAJARILLOS T1 13;0247125205
R1-001;Valladolid;Valladolid;358949,382796399;4612313,70993418;4719;45;0;0;0;0;;;0;;PAJARILLOS T1 45;0247090307
R1-001;Valladolid;Valladolid;358949,382796399;4612313,70993418;4719;13,2;0;0;0;0;;;0;;PAJARILLOS T2 13;0247125207
R1-001;Valladolid;Valladolid;358949,382796399;4612313,70993418;4719;45;0;0;0;0;;;0;;PAJARILLOS T2 45;0247090309
R1-001;Valladolid;Peñafiel;406540,636290772;4605012,44748525;4753;13,2;0;0;4,92;0;;;0;;PEÑAFIEL T1 13;0247125581
R1-001;Valladolid;Peñafiel;406540,636290772;4605012,44748525;4753;45;0;0;0;0;;;0;;PEÑAFIEL T1 45;0247099531
R1-001;Valladolid;Peñafiel;407902,739457107;4607553,72853668;4186;13,2;0;0;4,5;0;;;0;;PEÑAFIEL II T1 13;0247125503
R1-001;Valladolid;Peñafiel;407902,739457107;4607553,72853668;4186;45;0;0;1,3;0;;;0;;PEÑAFIEL2 T1 45;0247099548
R1-001;Valladolid;Valladolid;355517,520194306;4608945,60325001;4723;45;0;0;0;0;;;0;;POL. ARGALES T1 45;0247090616
R1-001;Valladolid;Valladolid;355517,520194306;4608945,60325001;4723;45;0;0;0;0;;;0;;POL. ARGALES T2 45;0247090811
R1-001;Valladolid;Valladolid;355517,520194306;4608945,60325001;4723;13,2;0;0;9,65;0;;;0;;POLIGONO ARGALES T1 13;0247125211
R1-001;Valladolid;Valladolid;355517,520194306;4608945,60325001;4723;13,2;0;0;11,7;0;;;0;;POLIGONO ARGALES T2 13;0247125209
R1-001;Valladolid;Quintanilla de Onésimo;385827,992073656;4608958,46545599;4752;45;0;0;0;0;;;0;;QUINTANILLA O. T1 45;0247099508
R1-001;Valladolid;Quintanilla de Onésimo;385827,992073656;4608958,46545599;4752;13,2;0;0;5,23;0;;;0;;QUINTANILLA ONESIMO T1 13;0247125203
R1-001;Valladolid;Valladolid;357609,131562524;4610917,99589713;4716;13,2;0;0;6,36;0;;;0;;SAN ISIDRO T1 13;0247125788
R1-001;Valladolid;Valladolid;357609,131562524;4610917,99589713;4716;45;0;0;0;0;;;0;;SAN.ISIDRO T1 45;0247095817
R1-001;Valladolid;Serrada;343644,723893867;4591747,41167513;4751;13,2;0;0;3,94;0;;;0;;SERRADA T1 13;0247125181
R1-001;Valladolid;Serrada;343644,723893867;4591747,41167513;4751;45;0;0;0;0;;;0;;SERRADA T2 45;0247096001
R1-001;Valladolid;Tordesillas;332870,200671446;4595361,72540131;4737;13,2;0;0;3,55;0;;;0;;TORDESILLAS VEGA T1 13;0247370053
R1-001;Valladolid;Tordesillas;332870,200671446;4595361,72540131;4737;45;0;0;0;0;;;0;;TORDESILLAS VEGA T1 45;0247096406
R1-001;Valladolid;Tudela de Duero;369052,424823867;4604537,46126412;4731;13,2;0;0;9,65;0;;;0;;TUDELA DE DUERO T1 13;0247125470
R1-001;Valladolid;Tudela de Duero;369052,424823867;4604537,46126412;4731;45;0;0;0,9;0;;;0;;TUDELA DUERO T1 45;0247091101
R1-001;Valladolid;Pedrosa del Rey;315909,028478872;4598140,09218163;4736;13,2;0;0;3;0;;;0;;VILLAESTER T1 13;0247367262
R1-001;Valladolid;Pedrosa del Rey;315909,028478872;4598140,09218163;4736;45;0;0;0,4;0;;;0;;VILLAESTER T1 45;0247091703
R1-001;Valladolid;Villafuerte;389204,792497914;4621407,62993079;4754;13,2;0;0;1,66;0;;;0;;VILLAFUERTE T1 13;0247125468
R1-001;Valladolid;Villafuerte;389204,792497914;4621407,62993079;4754;45;0;0;0;0;;;0;;VILLAFUERTE T1 45;0247091801
R1-001;Valladolid;Villalón de Campos;331182,106771097;4662794,41046628;4732;13,2;0;0;3,8;0;;;0;;VILLALON T1 13;0247125219
R1-001;Valladolid;Villalón de Campos;331182,106771097;4662794,41046628;4732;45;0;0;0;0;;;0;;VILLALON T1 45;0247092737
R1-001;Valladolid;Villardefrades;312072,439892018;4620869,83880091;4955;13,2;0;0;3,58;0;;;0;;VILLARDEFRADES T1 13;0247125220
R1-001;Valladolid;Villardefrades;312072,439892018;4620869,83880091;4955;45;0;0;0;0;;;0;;VILLARDEFRADES T1 45;0247091604
R1-001;Valladolid;Valladolid;357468,995976136;4609908,85653988;4213;13,2;0;0;6,99;0;;;0;;ZAMBRANA T1 13;0247125507
R1-001;Valladolid;Valladolid;357468,995976136;4609908,85653988;4213;45;0;0;0;0;;;0;;ZAMBRANA T1 45;0247091916
R1-001;Valladolid;Valladolid;357468,995976136;4609908,85653988;4213;45;0;0;0;0;;;0;;ZAMBRANA T2  45;0247096916
R1-001;Valladolid;Valladolid;357468,995976136;4609908,85653988;4213;13,2;0;0;3,1;0;;;0;;ZAMBRANA T2 13;0247125509
R1-001;Bizkaia;Sondika;505982,38627312;4791912,4527738;3302;132;0;0;0;0;;;1;;ARTXANDA/A   132.00;0032009500
R1-001;Bizkaia;Sondika;505982,38627312;4791912,4527738;3302;132;0;0;0;0;;;1;;ARTXANDA/B    132.00;0032009510
R1-001;Bizkaia;Abadiño;532759,939895697;4776356,67960117;3053;132;0;0;55,33;0;;;1;;ABADIANO    132.00;0032002006
R1-001;Bizkaia;Abadiño;532759,939895697;4776356,67960117;3053;30;0;0;105,7;0;;;0;;ST ABADIANO 30.000;0025520000
R1-001;Bizkaia;Abanto y Ciérvana-Abanto Zierbena;492922,954546344;4797290,54786795;3060;132;0;0;110,34;0;;;0;;ABANTO      132.00;0032002009
R1-001;Bizkaia;Abanto y Ciérvana-Abanto Zierbena;492922,954546344;4797290,54786795;3060;132;0;0;0;0;;;0;;ABANTO B    132.00;0032002011
R1-001;Bizkaia;Abanto y Ciérvana-Abanto Zierbena;492922,954546344;4797290,54786795;3060;30;0;0;62,85;0;;;0;;ST ABANTO   30.000;0025810000
R1-001;Bizkaia;Bilbao;501430,702553474;4788233,70308789;3003;132;0;0;118,58;0;;;0;;ALONSOTE    132.00;0032002027
R1-001;Bizkaia;Bilbao;501430,702553474;4788233,70308789;3003;30;0;0;18,44;0;;;0;;ST ALONSOTEG30.000;0025850000
R1-001;Bizkaia;Lemoiz;509429,727909346;4808497,01777544;3193;132;0;0;0,45;0;;;0;;ARMINTZA    132.00;0032002047
R1-001;Bizkaia;Erandio;503891,995028532;4793796,45951303;3016;13,2;0;0;17,52;3,97;;;0;;ASUA T2     ;0148065039
R1-001;Bizkaia;Erandio;503891,995028532;4793796,45951303;3016;13,2;0;0;9,99;0;;;0;;ASUA T4     ;0148065041
R1-001;Bizkaia;Erandio;503891,995028532;4793796,45951303;3016;132;0;0;0;0;;;1;;ASUA/A      132.00;0032002055
R1-001;Bizkaia;Erandio;503891,995028532;4793796,45951303;3016;132;0;0;29,5;0;;;1;;ASUA/B      132.00;0032002056
R1-001;Bizkaia;Erandio;503891,995028532;4793796,45951303;3016;30;0;0;28,94;0;;;0;;ST ASUA     30.000;0025630000
R1-001;Bizkaia;Basauri;508515,711353646;4785343,32088148;3012;132;0;0;28,66;0;;;1;;BASAURI     132.00;0032002066
R1-001;Bizkaia;Basauri;508515,711353646;4785343,32088148;3012;13,2;0;0;2,58;0;;;0;;BASAURI T6  ;0148065214
R1-001;Bizkaia;Basauri;508515,711353646;4785343,32088148;3012;13,2;0;0;2,66;0;;;0;;BASAURI T7  ;0148065216
R1-001;Bizkaia;Basauri;508515,711353646;4785343,32088148;3012;30;0;0;21,71;0;;;0;;ST BASAURI  30.000;0025640000
R1-001;Bizkaia;Zeanuri;521549,49354057;4769677,91900169;3082;132;0;0;0;0;;;0;;BARAZAR     132.00;0032002060
R1-001;Bizkaia;Zeanuri;521549,49354057;4769677,91900169;3082;13,2;0;0;0,42;0;;;0;;BARAZAR T3  ;0148065049
R1-001;Bizkaia;Bilbao;503884,389429247;4791633,43111835;3103;13,2;0;0;23,78;0;;;0;;DEUSTO T1   ;0148065087
R1-001;Bizkaia;Bilbao;503884,389429247;4791633,43111835;3103;13,2;0;0;9,82;0;;;0;;DEUSTO T2   ;0148065089
R1-001;Bizkaia;Bilbao;503884,389429247;4791633,43111835;3103;132;0;0;0;0;;;1;;DEUSTO/A    132.00;0032002175
R1-001;Bizkaia;Bilbao;503884,389429247;4791633,43111835;3103;132;0;0;0;0;;;1;;DEUSTO/B    132.00;0032002176
R1-001;Bizkaia;Amorebieta-Etxano;524589,386229012;4782671,82578739;3020;132;0;0;0;0;;;1;;EUBA/A      132.00;0032002198
R1-001;Bizkaia;Amorebieta-Etxano;524589,386229012;4782671,82578739;3020;132;0;0;0;0;;;1;;EUBA/B      132.00;0032002201
R1-001;Bizkaia;Amorebieta-Etxano;524589,386229012;4782671,82578739;3020;30;0;0;33,9;0;;;0;;ST EUBA     30.000;0025530000
R1-001;Bizkaia;Getxo;500158,719114924;4799014,96566044;3120;132;0;0;0;0;;;1;;FADURA      132.00;0032002210
R1-001;Bizkaia;Getxo;500158,719114924;4799014,96566044;3120;132;0;0;0;0;;;1;;FADURA B    132.00;0032002211
R1-001;Bizkaia;Getxo;500158,719114924;4799014,96566044;3120;13,2;0;0;8,06;0;;;0;;FADURA T1   ;0148065105
R1-001;Bizkaia;Getxo;500158,719114924;4799014,96566044;3120;13,2;0;0;11,69;0;;;0;;FADURA T2   ;0148065107
R1-001;Bizkaia;Galdakao;510895,905070785;4787354,08719623;3056;132;0;0;0;0;;;1;;GALDAC/A    132.00;0032002216
R1-001;Bizkaia;Galdakao;510895,905070785;4787354,08719623;3056;132;0;0;0;0;;;1;;GALDAC/B    132.00;0032002219
R1-001;Bizkaia;Galdakao;510895,905070785;4787354,08719623;3056;30;0;0;45,02;0;;;0;;ST GALDAKAO 30.000;0025710000
R1-001;Bizkaia;Gatika;509697,095338547;4799642,06663529;3073;132;0;0;0;0;;;1;;GATICA      132.00;0032002234
R1-001;Bizkaia;Ajangiz;526851,983213429;4796089,38559159;4549;13,2;0;0;4,28;0;;;0;;GERNIKA T1  ;0148065120
R1-001;Bizkaia;Ajangiz;526851,983213429;4796089,38559159;4549;30;0;0;0;0;;;0;;GERNIKA T1  30.000;0025530729
R1-001;Bizkaia;Ajangiz;526851,983213429;4796089,38559159;4549;13,2;0;0;7,59;0;;;0;;GERNIKA T2  ;0148065122
R1-001;Bizkaia;Ajangiz;526851,983213429;4796089,38559159;4549;30;0;0;0;0;;;0;;GERNIKA T2  30.000;0025530823
R1-001;Bizkaia;Güeñes;491541,448216608;4783446,11556303;3105;30;0;0;76,62;0;;;1;;ST LAJARA   30.000;0025750000
R1-001;Bizkaia;Bilbao;505394,311589121;4787834,5818897;3001;132;0;0;0;0;;;0;;LARRASQU    132.00;0032002258
R1-001;Bizkaia;Bilbao;505394,311589121;4787834,5818897;3001;13,2;0;0;20,43;0;;;0;;LARRASQU T3 ;0148065148
R1-001;Bizkaia;Bilbao;505394,311589121;4787834,5818897;3001;13,2;0;0;17,79;0;;;0;;LARRASQU T4 ;0148065150
R1-001;Bizkaia;Bilbao;505394,311589121;4787834,5818897;3001;13,2;0;0;22,14;0;;;0;;LARRASQU T5 ;0148095832
R1-001;Bizkaia;Bilbao;505394,311589121;4787834,5818897;3001;30;0;0;17,69;0;;;0;;ST LARRASKIT30.000;0025610000
R1-001;Bizkaia;Leioa;501689,976304254;4797204,34189852;3052;132;0;0;0;0;;;1;;LEJONA      132.00;0032002273
R1-001;Bizkaia;Leioa;501689,976304254;4797204,34189852;3052;132;0;0;0;0;;;1;;LEJONA B    132.00;0032002274
R1-001;Bizkaia;Leioa;501689,976304254;4797204,34189852;3052;30;0;0;30,27;0;;;0;;ST LEJONA   30.000;0025650000
R1-001;Bizkaia;Lemoa;519615,004586467;4784389,41574431;3106;132;0;0;0;0;;;1;;LEMONA/A    132.00;0032002280
R1-001;Bizkaia;Lemoa;519615,004586467;4784389,41574431;3106;132;0;0;0;0;;;1;;LEMONA/B    132.00;0032002281
R1-001;Bizkaia;Lemoa;519615,004586467;4784389,41574431;3106;30;0;0;48,4;0;;;0;;ST LEMOA    30.000;0025550000
R1-001;Bizkaia;Bilbao;505229,266603876;4790525,43274819;3043;132;0;0;0;0;;;1;;MAZARR/A    132.00;0032002318
R1-001;Bizkaia;Bilbao;505229,266603876;4790525,43274819;3043;132;0;0;0;0;;;1;;MAZARR/B    132.00;0032002321
R1-001;Bizkaia;Bilbao;505229,266603876;4790525,43274819;3043;13,2;0;0;12,43;0;;;0;;MAZARREDO T11;0148065175
R1-001;Bizkaia;Bilbao;505229,266603876;4790525,43274819;3043;13,2;0;0;10,35;0;;;0;;MAZARREDO T12;0148095859
R1-001;Bizkaia;Bilbao;505229,266603876;4790525,43274819;3043;13,2;0;0;9,91;0;;;0;;MAZARREDO T21;0148095860
R1-001;Bizkaia;Bilbao;505229,266603876;4790525,43274819;3043;13,2;0;0;14,39;0;;;0;;MAZARREDO T22;0148065178
R1-001;Bizkaia;Bilbao;505229,266603876;4790525,43274819;3043;30;0;0;0,4;0;;;0;;ST MAZARREDO30.000;0025620000
R1-001;Bizkaia;Mungia;514455,713311407;4799861,8861453;3092;132;0;0;0;0;;;1;;MUNGUI/A    132.00;0032002331
R1-001;Bizkaia;Mungia;514455,713311407;4799861,8861453;3092;132;0;0;0;0;;;1;;MUNGUI/B    132.00;0032002332
R1-001;Bizkaia;Mungia;514455,713311407;4799861,8861453;3092;30;0;0;46;0;;;0;;ST MUNGIA   30.000;0025540000
R1-001;Bizkaia;Ortuella;496942,479164858;4795719,73572651;3068;132;0;0;30;0;;;0;;ORTUELLA    132.00;0032002342
R1-001;Bizkaia;Ortuella;496942,479164858;4795719,73572651;3068;13,2;0;0;9,99;0;;;0;;ORTUELLA T5 ;0148065208
R1-001;Bizkaia;Ortuella;496942,479164858;4795719,73572651;3068;13,2;0;0;11,56;0;;;0;;ORTUELLA T6 ;0148065206
R1-001;Bizkaia;Ortuella;496942,479164858;4795719,73572651;3068;30;0;0;47,84;0;;;0;;ST ORTUELLA 30.000;0025830000
R1-001;Bizkaia;Barakaldo;499835,688702343;4792496,04362919;3080;132;0;0;30;0;;;0;;RETUERTO    132.00;0032002363
R1-001;Bizkaia;Barakaldo;499835,688702343;4792496,04362919;3080;30;0;0;44,83;0;;;0;;ST RETUERTO 30.000;0025840000
R1-001;Bizkaia;Santurtzi;495747,198095474;4798371,14689286;3123;30;0;0;73,85;0;;;1;;ST SANTURCE 30.000;0025820000
R1-001;Bizkaia;Bilbao;507775,503561698;4788465,24106259;3028;132;0;0;0;0;;;1;;CHURDI/A    132.00;0032002100
R1-001;Bizkaia;Bilbao;507775,503561698;4788465,24106259;3028;132;0;0;0;0;;;1;;CHURDI/B    132.00;0032002101
R1-001;Bizkaia;Bilbao;507775,503561698;4788465,24106259;3028;13,2;0;0;11,7;0;;;0;;TXURDINAGA T11;0148065081
R1-001;Bizkaia;Bilbao;507775,503561698;4788465,24106259;3028;13,2;0;0;7,72;0;;;0;;TXURDINAGA T12;0148095899
R1-001;Bizkaia;Bilbao;507775,503561698;4788465,24106259;3028;13,2;0;0;6,19;0;;;0;;TXURDINAGA T21;0148065084
R1-001;Bizkaia;Bilbao;507775,503561698;4788465,24106259;3028;13,2;0;0;7,71;0;;;0;;TXURDINAGA T22;0148095900
R1-001;Bizkaia;Zaldibar;538191,631986965;4780361,74223536;3122;30;0;0;25,77;0;;;0;;ST ZALDIBAR 30.000;0025510000
R1-001;Bizkaia;Zaldibar;538191,631986965;4780361,74223536;3122;132;0;0;0;0;;;1;;ZALDIB/A    132.00;0032002459
R1-001;Bizkaia;Zaldibar;538191,631986965;4780361,74223536;3122;132;0;0;0;0;;;1;;ZALDIB/B    132.00;0032002462
R1-001;Bizkaia;Zamudio;511025,721922889;4794277,98240611;3187;30;0;0;152,55;0;;;1;;ST ZAMUDIO  30.000;0025720000
