cuenca_hidrografica,embalse_nombre,fecha,capacidad_total,volumen_actual,porcentaje_actual,mes,año
Guadalquivir,Bembézar,2021-10-05,342.0,93.0,27.19,10,2021
Guadalquivir,Bembézar,2021-10-12,342.0,91.0,26.61,10,2021
Guadalquivir,Bembézar,2021-10-19,342.0,89.0,26.02,10,2021
Guadalquivir,Bembézar,2021-10-26,342.0,87.0,25.44,10,2021
Guadalquivir,Bembézar,2021-11-02,342.0,86.0,25.15,11,2021
Guadalquivir,Bembézar,2021-11-09,342.0,86.0,25.15,11,2021
Guadalquivir,Bembézar,2021-11-16,342.0,86.0,25.15,11,2021
Guadalquivir,Bembézar,2021-11-23,342.0,86.0,25.15,11,2021
Guadalquivir,Bembézar,2021-11-30,342.0,86.0,25.15,11,2021
Guadalquivir,Bembézar,2021-12-07,342.0,85.0,24.85,12,2021
Guadalquivir,Bembézar,2021-12-14,342.0,85.0,24.85,12,2021
Guadalquivir,Bembézar,2021-12-21,342.0,85.0,24.85,12,2021
Guadalquivir,Bembézar,2021-12-28,342.0,90.0,26.32,12,2021
Guadalquivir,Bermejales,2012-01-03,103.0,86.0,83.5,1,2012
Guadalquivir,Bermejales,2012-01-10,103.0,87.0,84.47,1,2012
Guadalquivir,Bermejales,2012-01-17,103.0,88.0,85.44,1,2012
Guadalquivir,Bermejales,2012-01-24,103.0,88.0,85.44,1,2012
Guadalquivir,Bermejales,2012-01-31,103.0,89.0,86.41,1,2012
Guadalquivir,Bermejales,2012-02-07,103.0,90.0,87.38,2,2012
Guadalquivir,Bermejales,2012-02-14,103.0,90.0,87.38,2,2012
Guadalquivir,Bermejales,2012-02-21,103.0,91.0,88.35,2,2012
Guadalquivir,Bermejales,2012-02-28,103.0,91.0,88.35,2,2012
Guadalquivir,Bermejales,2012-03-06,103.0,91.0,88.35,3,2012
Guadalquivir,Bermejales,2012-03-13,103.0,91.0,88.35,3,2012
Guadalquivir,Bermejales,2012-03-20,103.0,91.0,88.35,3,2012
Guadalquivir,Bermejales,2012-03-27,103.0,92.0,89.32,3,2012
Guadalquivir,Bermejales,2012-04-03,103.0,91.0,88.35,4,2012
Guadalquivir,Bermejales,2012-04-10,103.0,91.0,88.35,4,2012
Guadalquivir,Bermejales,2012-04-17,103.0,91.0,88.35,4,2012
Guadalquivir,Bermejales,2012-04-24,103.0,92.0,89.32,4,2012
Guadalquivir,Bermejales,2012-05-01,103.0,92.0,89.32,5,2012
Guadalquivir,Bermejales,2012-05-08,103.0,92.0,89.32,5,2012
Guadalquivir,Bermejales,2012-05-15,103.0,92.0,89.32,5,2012
Guadalquivir,Bermejales,2012-05-22,103.0,92.0,89.32,5,2012
Guadalquivir,Bermejales,2012-05-29,103.0,91.0,88.35,5,2012
Guadalquivir,Bermejales,2012-06-05,103.0,90.0,87.38,6,2012
Guadalquivir,Bermejales,2012-06-12,103.0,89.0,86.41,6,2012
Guadalquivir,Bermejales,2012-06-19,103.0,88.0,85.44,6,2012
Guadalquivir,Bermejales,2012-06-26,103.0,87.0,84.47,6,2012
Guadalquivir,Bermejales,2012-07-03,103.0,85.0,82.52,7,2012
Guadalquivir,Bermejales,2012-07-10,103.0,84.0,81.55,7,2012
Guadalquivir,Bermejales,2012-07-17,103.0,82.0,79.61,7,2012
Guadalquivir,Bermejales,2012-07-24,103.0,81.0,78.64,7,2012
Guadalquivir,Bermejales,2012-07-31,103.0,79.0,76.7,7,2012
Guadalquivir,Bermejales,2012-08-07,103.0,77.0,74.76,8,2012
Guadalquivir,Bermejales,2012-08-14,103.0,76.0,73.79,8,2012
Guadalquivir,Bermejales,2012-08-21,103.0,74.0,71.84,8,2012
Guadalquivir,Bermejales,2012-08-28,103.0,73.0,70.87,8,2012
Guadalquivir,Bermejales,2012-09-04,103.0,72.0,69.9,9,2012
Guadalquivir,Bermejales,2012-09-11,103.0,70.0,67.96,9,2012
Guadalquivir,Bermejales,2012-09-18,103.0,69.0,66.99,9,2012
Guadalquivir,Bermejales,2012-09-25,103.0,68.0,66.02,9,2012
Guadalquivir,Bermejales,2012-10-02,103.0,68.0,66.02,10,2012
Guadalquivir,Bermejales,2012-10-09,103.0,69.0,66.99,10,2012
Guadalquivir,Bermejales,2012-10-16,103.0,69.0,66.99,10,2012
Guadalquivir,Bermejales,2012-10-23,103.0,69.0,66.99,10,2012
Guadalquivir,Bermejales,2012-10-30,103.0,70.0,67.96,10,2012
Guadalquivir,Bermejales,2012-11-06,103.0,73.0,70.87,11,2012
Guadalquivir,Bermejales,2012-11-13,103.0,75.0,72.82,11,2012
Guadalquivir,Bermejales,2012-11-20,103.0,76.0,73.79,11,2012
Guadalquivir,Bermejales,2012-11-27,103.0,79.0,76.7,11,2012
Guadalquivir,Bermejales,2012-12-04,103.0,81.0,78.64,12,2012
Guadalquivir,Bermejales,2012-12-11,103.0,82.0,79.61,12,2012
Guadalquivir,Bermejales,2012-12-18,103.0,83.0,80.58,12,2012
Guadalquivir,Bermejales,2012-12-25,103.0,84.0,81.55,12,2012
Guadalquivir,Bermejales,2013-01-01,103.0,86.0,83.5,1,2013
Guadalquivir,Bermejales,2013-01-08,103.0,86.0,83.5,1,2013
Guadalquivir,Bermejales,2013-01-15,103.0,87.0,84.47,1,2013
Guadalquivir,Bermejales,2013-01-22,103.0,88.0,85.44,1,2013
Guadalquivir,Bermejales,2013-01-29,103.0,89.0,86.41,1,2013
Guadalquivir,Bermejales,2013-02-05,103.0,89.0,86.41,2,2013
Guadalquivir,Bermejales,2013-02-12,103.0,90.0,87.38,2,2013
Guadalquivir,Bermejales,2013-02-19,103.0,90.0,87.38,2,2013
Guadalquivir,Bermejales,2013-02-26,103.0,90.0,87.38,2,2013
Guadalquivir,Bermejales,2013-03-05,103.0,90.0,87.38,3,2013
Guadalquivir,Bermejales,2013-03-12,103.0,92.0,89.32,3,2013
Guadalquivir,Bermejales,2013-03-19,103.0,93.0,90.29,3,2013
Guadalquivir,Bermejales,2013-03-26,103.0,93.0,90.29,3,2013
Guadalquivir,Bermejales,2013-04-02,103.0,95.0,92.23,4,2013
Guadalquivir,Bermejales,2013-04-09,103.0,96.0,93.2,4,2013
Guadalquivir,Bermejales,2013-04-16,103.0,97.0,94.17,4,2013
Guadalquivir,Bermejales,2013-04-23,103.0,98.0,95.15,4,2013
Guadalquivir,Bermejales,2013-04-30,103.0,99.0,96.12,4,2013
Guadalquivir,Bermejales,2013-05-07,103.0,101.0,98.06,5,2013
Guadalquivir,Bermejales,2013-05-14,103.0,101.0,98.06,5,2013
Guadalquivir,Bermejales,2013-05-21,103.0,101.0,98.06,5,2013
Guadalquivir,Bermejales,2013-05-28,103.0,101.0,98.06,5,2013
Guadalquivir,Bermejales,2013-06-04,103.0,100.0,97.09,6,2013
Guadalquivir,Bermejales,2013-06-11,103.0,100.0,97.09,6,2013
Guadalquivir,Bermejales,2013-06-18,103.0,100.0,97.09,6,2013
Guadalquivir,Bermejales,2013-06-25,103.0,99.0,96.12,6,2013
Guadalquivir,Bermejales,2013-07-02,103.0,98.0,95.15,7,2013
Guadalquivir,Bermejales,2013-07-09,103.0,97.0,94.17,7,2013
Guadalquivir,Bermejales,2013-07-16,103.0,96.0,93.2,7,2013
Guadalquivir,Bermejales,2013-07-23,103.0,94.0,91.26,7,2013
Guadalquivir,Bermejales,2013-07-30,103.0,93.0,90.29,7,2013
Guadalquivir,Bermejales,2013-08-06,103.0,91.0,88.35,8,2013
Guadalquivir,Bermejales,2013-08-13,103.0,90.0,87.38,8,2013
Guadalquivir,Bermejales,2013-08-20,103.0,88.0,85.44,8,2013
Guadalquivir,Bermejales,2013-08-27,103.0,87.0,84.47,8,2013
Guadalquivir,Bermejales,2013-09-03,103.0,86.0,83.5,9,2013
Guadalquivir,Bermejales,2013-09-10,103.0,85.0,82.52,9,2013
Guadalquivir,Bermejales,2013-09-17,103.0,85.0,82.52,9,2013
Guadalquivir,Bermejales,2013-09-24,103.0,84.0,81.55,9,2013
Guadalquivir,Bermejales,2013-10-01,103.0,84.0,81.55,10,2013
Guadalquivir,Bermejales,2013-10-08,103.0,84.0,81.55,10,2013
Guadalquivir,Bermejales,2013-10-15,103.0,84.0,81.55,10,2013
Guadalquivir,Bermejales,2013-10-22,103.0,83.0,80.58,10,2013
Guadalquivir,Bermejales,2013-10-29,103.0,83.0,80.58,10,2013
Guadalquivir,Bermejales,2013-11-05,103.0,83.0,80.58,11,2013
Guadalquivir,Bermejales,2013-11-12,103.0,84.0,81.55,11,2013
Guadalquivir,Bermejales,2013-11-19,103.0,84.0,81.55,11,2013
Guadalquivir,Bermejales,2013-11-26,103.0,84.0,81.55,11,2013
Guadalquivir,Bermejales,2013-12-03,103.0,85.0,82.52,12,2013
Guadalquivir,Bermejales,2013-12-10,103.0,85.0,82.52,12,2013
Guadalquivir,Bermejales,2013-12-17,103.0,86.0,83.5,12,2013
Guadalquivir,Bermejales,2013-12-24,103.0,86.0,83.5,12,2013
Guadalquivir,Bermejales,2013-12-31,103.0,87.0,84.47,12,2013
Guadalquivir,Bermejales,2014-01-07,103.0,88.0,85.44,1,2014
Guadalquivir,Bermejales,2014-01-14,103.0,88.0,85.44,1,2014
Guadalquivir,Bermejales,2014-01-21,103.0,89.0,86.41,1,2014
Guadalquivir,Bermejales,2014-01-28,103.0,90.0,87.38,1,2014
Guadalquivir,Bermejales,2014-02-04,103.0,91.0,88.35,2,2014
Guadalquivir,Bermejales,2014-02-11,103.0,92.0,89.32,2,2014
Guadalquivir,Bermejales,2014-02-18,103.0,94.0,91.26,2,2014
Guadalquivir,Bermejales,2014-02-25,103.0,94.0,91.26,2,2014
Guadalquivir,Bermejales,2014-03-04,103.0,94.0,91.26,3,2014
Guadalquivir,Bermejales,2014-03-11,103.0,94.0,91.26,3,2014
Guadalquivir,Bermejales,2014-03-18,103.0,94.0,91.26,3,2014
Guadalquivir,Bermejales,2014-03-25,103.0,94.0,91.26,3,2014
Guadalquivir,Bermejales,2014-04-01,103.0,94.0,91.26,4,2014
Guadalquivir,Bermejales,2014-04-08,103.0,95.0,92.23,4,2014
Guadalquivir,Bermejales,2014-04-15,103.0,95.0,92.23,4,2014
Guadalquivir,Bermejales,2014-04-22,103.0,95.0,92.23,4,2014
Guadalquivir,Bermejales,2014-04-29,103.0,95.0,92.23,4,2014
Guadalquivir,Bermejales,2014-05-06,103.0,95.0,92.23,5,2014
Guadalquivir,Bermejales,2014-05-13,103.0,94.0,91.26,5,2014
Guadalquivir,Bermejales,2014-05-20,103.0,93.0,90.29,5,2014
Guadalquivir,Bermejales,2014-05-27,103.0,93.0,90.29,5,2014
Guadalquivir,Bermejales,2014-06-03,103.0,92.0,89.32,6,2014
Guadalquivir,Bermejales,2014-06-10,103.0,91.0,88.35,6,2014
Guadalquivir,Bermejales,2014-06-17,103.0,90.0,87.38,6,2014
Guadalquivir,Bermejales,2014-06-24,103.0,89.0,86.41,6,2014
Guadalquivir,Bermejales,2014-07-01,103.0,88.0,85.44,7,2014
Guadalquivir,Bermejales,2014-07-08,103.0,88.0,85.44,7,2014
Guadalquivir,Bermejales,2014-07-15,103.0,85.0,82.52,7,2014
Guadalquivir,Bermejales,2014-07-22,103.0,84.0,81.55,7,2014
Guadalquivir,Bermejales,2014-07-29,103.0,82.0,79.61,7,2014
Guadalquivir,Bermejales,2014-08-05,103.0,80.0,77.67,8,2014
Guadalquivir,Bermejales,2014-08-12,103.0,79.0,76.7,8,2014
Guadalquivir,Bermejales,2014-08-19,103.0,77.0,74.76,8,2014
Guadalquivir,Bermejales,2014-08-26,103.0,76.0,73.79,8,2014
Guadalquivir,Bermejales,2014-09-02,103.0,75.0,72.82,9,2014
Guadalquivir,Bermejales,2014-09-09,103.0,73.0,70.87,9,2014
Guadalquivir,Bermejales,2014-09-16,103.0,73.0,70.87,9,2014
Guadalquivir,Bermejales,2014-09-23,103.0,72.0,69.9,9,2014
Guadalquivir,Bermejales,2014-09-30,103.0,71.0,68.93,9,2014
Guadalquivir,Bermejales,2014-10-07,103.0,72.0,69.9,10,2014
Guadalquivir,Bermejales,2014-10-14,103.0,72.0,69.9,10,2014
Guadalquivir,Bermejales,2014-10-21,103.0,72.0,69.9,10,2014
Guadalquivir,Bermejales,2014-10-28,103.0,73.0,70.87,10,2014
Guadalquivir,Bermejales,2014-11-04,103.0,73.0,70.87,11,2014
Guadalquivir,Bermejales,2014-11-11,103.0,73.0,70.87,11,2014
Guadalquivir,Bermejales,2014-11-18,103.0,73.0,70.87,11,2014
Guadalquivir,Bermejales,2014-11-25,103.0,74.0,71.84,11,2014
Guadalquivir,Bermejales,2014-12-02,103.0,76.0,73.79,12,2014
Guadalquivir,Bermejales,2014-12-09,103.0,76.0,73.79,12,2014
Guadalquivir,Bermejales,2014-12-16,103.0,77.0,74.76,12,2014
Guadalquivir,Bermejales,2014-12-23,103.0,77.0,74.76,12,2014
Guadalquivir,Bermejales,2014-12-30,103.0,77.0,74.76,12,2014
Guadalquivir,Bermejales,2015-01-06,103.0,78.0,75.73,1,2015
Guadalquivir,Bermejales,2015-01-13,103.0,79.0,76.7,1,2015
Guadalquivir,Bermejales,2015-01-20,103.0,79.0,76.7,1,2015
Guadalquivir,Bermejales,2015-01-27,103.0,80.0,77.67,1,2015
Guadalquivir,Bermejales,2015-02-03,103.0,80.0,77.67,2,2015
Guadalquivir,Bermejales,2015-02-10,103.0,81.0,78.64,2,2015
Guadalquivir,Bermejales,2015-02-17,103.0,81.0,78.64,2,2015
Guadalquivir,Bermejales,2015-02-24,103.0,82.0,79.61,2,2015
Guadalquivir,Bermejales,2015-03-03,103.0,82.0,79.61,3,2015
Guadalquivir,Bermejales,2015-03-10,103.0,83.0,80.58,3,2015
Guadalquivir,Bermejales,2015-03-17,103.0,83.0,80.58,3,2015
Guadalquivir,Bermejales,2015-03-24,103.0,84.0,81.55,3,2015
Guadalquivir,Bermejales,2015-03-31,103.0,84.0,81.55,3,2015
Guadalquivir,Bermejales,2015-04-07,103.0,84.0,81.55,4,2015
Guadalquivir,Bermejales,2015-04-14,103.0,84.0,81.55,4,2015
Guadalquivir,Bermejales,2015-04-21,103.0,84.0,81.55,4,2015
Guadalquivir,Bermejales,2015-04-28,103.0,84.0,81.55,4,2015
Guadalquivir,Bermejales,2015-05-05,103.0,84.0,81.55,5,2015
Guadalquivir,Bermejales,2015-05-12,103.0,83.0,80.58,5,2015
Guadalquivir,Bermejales,2015-05-19,103.0,82.0,79.61,5,2015
Guadalquivir,Bermejales,2015-05-26,103.0,81.0,78.64,5,2015
Guadalquivir,Bermejales,2015-06-02,103.0,81.0,78.64,6,2015
Guadalquivir,Bermejales,2015-06-09,103.0,80.0,77.67,6,2015
Guadalquivir,Bermejales,2015-06-16,103.0,79.0,76.7,6,2015
Guadalquivir,Bermejales,2015-06-23,103.0,78.0,75.73,6,2015
Guadalquivir,Bermejales,2015-06-30,103.0,76.0,73.79,6,2015
Guadalquivir,Bermejales,2015-07-07,103.0,75.0,72.82,7,2015
Guadalquivir,Bermejales,2015-07-14,103.0,73.0,70.87,7,2015
Guadalquivir,Bermejales,2015-07-21,103.0,70.0,67.96,7,2015
Guadalquivir,Bermejales,2015-07-28,103.0,70.0,67.96,7,2015
Guadalquivir,Bermejales,2015-08-04,103.0,69.0,66.99,8,2015
Guadalquivir,Bermejales,2015-08-11,103.0,67.0,65.05,8,2015
Guadalquivir,Bermejales,2015-08-18,103.0,66.0,64.08,8,2015
Guadalquivir,Bermejales,2015-08-25,103.0,64.0,62.14,8,2015
Guadalquivir,Bermejales,2015-09-01,103.0,63.0,61.17,9,2015
Guadalquivir,Bermejales,2015-09-08,103.0,62.0,60.19,9,2015
Guadalquivir,Bermejales,2015-09-15,103.0,62.0,60.19,9,2015
Guadalquivir,Bermejales,2015-09-22,103.0,61.0,59.22,9,2015
Guadalquivir,Bermejales,2015-09-29,103.0,60.0,58.25,9,2015
Guadalquivir,Bermejales,2015-10-06,103.0,60.0,58.25,10,2015
Guadalquivir,Bermejales,2015-10-13,103.0,60.0,58.25,10,2015
Guadalquivir,Bermejales,2015-10-20,103.0,60.0,58.25,10,2015
Guadalquivir,Bermejales,2015-10-27,103.0,60.0,58.25,10,2015
Guadalquivir,Bermejales,2015-11-03,103.0,61.0,59.22,11,2015
Guadalquivir,Bermejales,2015-11-10,103.0,61.0,59.22,11,2015
Guadalquivir,Bermejales,2015-11-17,103.0,62.0,60.19,11,2015
Guadalquivir,Bermejales,2015-11-24,103.0,62.0,60.19,11,2015
Guadalquivir,Bermejales,2015-12-01,103.0,62.0,60.19,12,2015
Guadalquivir,Bermejales,2015-12-08,103.0,63.0,61.17,12,2015
Guadalquivir,Bermejales,2015-12-15,103.0,63.0,61.17,12,2015
Guadalquivir,Bermejales,2015-12-22,103.0,63.0,61.17,12,2015
Guadalquivir,Bermejales,2015-12-29,103.0,63.0,61.17,12,2015
Guadalquivir,Bermejales,2016-01-05,103.0,64.0,62.14,1,2016
Guadalquivir,Bermejales,2016-01-12,103.0,64.0,62.14,1,2016
Guadalquivir,Bermejales,2016-01-19,103.0,64.0,62.14,1,2016
Guadalquivir,Bermejales,2016-01-26,103.0,65.0,63.11,1,2016
Guadalquivir,Bermejales,2016-02-02,103.0,65.0,63.11,2,2016
Guadalquivir,Bermejales,2016-02-09,103.0,65.0,63.11,2,2016
Guadalquivir,Bermejales,2016-02-16,103.0,66.0,64.08,2,2016
Guadalquivir,Bermejales,2016-02-23,103.0,66.0,64.08,2,2016
Guadalquivir,Bermejales,2016-03-01,103.0,66.0,64.08,3,2016
Guadalquivir,Bermejales,2016-03-08,103.0,66.0,64.08,3,2016
Guadalquivir,Bermejales,2016-03-15,103.0,67.0,65.05,3,2016
Guadalquivir,Bermejales,2016-03-22,103.0,67.0,65.05,3,2016
Guadalquivir,Bermejales,2016-03-29,103.0,67.0,65.05,3,2016
Guadalquivir,Bermejales,2016-04-05,103.0,67.0,65.05,4,2016
Guadalquivir,Bermejales,2016-04-12,103.0,68.0,66.02,4,2016
Guadalquivir,Bermejales,2016-04-19,103.0,67.0,65.05,4,2016
Guadalquivir,Bermejales,2016-04-26,103.0,67.0,65.05,4,2016
Guadalquivir,Bermejales,2016-05-03,103.0,67.0,65.05,5,2016
Guadalquivir,Bermejales,2016-05-10,103.0,66.0,64.08,5,2016
Guadalquivir,Bermejales,2016-05-17,103.0,67.0,65.05,5,2016
Guadalquivir,Bermejales,2016-05-24,103.0,67.0,65.05,5,2016
Guadalquivir,Bermejales,2016-05-31,103.0,66.0,64.08,5,2016
Guadalquivir,Bermejales,2016-06-07,103.0,65.0,63.11,6,2016
Guadalquivir,Bermejales,2016-06-14,103.0,64.0,62.14,6,2016
Guadalquivir,Bermejales,2016-06-21,103.0,63.0,61.17,6,2016
Guadalquivir,Bermejales,2016-06-28,103.0,61.0,59.22,6,2016
Guadalquivir,Bermejales,2016-07-05,103.0,60.0,58.25,7,2016
Guadalquivir,Bermejales,2016-07-12,103.0,59.0,57.28,7,2016
Guadalquivir,Bermejales,2016-07-19,103.0,57.0,55.34,7,2016
Guadalquivir,Bermejales,2016-07-26,103.0,55.0,53.4,7,2016
Guadalquivir,Bermejales,2016-08-02,103.0,54.0,52.43,8,2016
Guadalquivir,Bermejales,2016-08-09,103.0,52.0,50.49,8,2016
Guadalquivir,Bermejales,2016-08-16,103.0,51.0,49.51,8,2016
Guadalquivir,Bermejales,2016-08-23,103.0,51.0,49.51,8,2016
Guadalquivir,Bermejales,2016-08-30,103.0,51.0,49.51,8,2016
Guadalquivir,Bermejales,2016-09-06,103.0,47.0,45.63,9,2016
Guadalquivir,Bermejales,2016-09-13,103.0,46.0,44.66,9,2016
Guadalquivir,Bermejales,2016-09-20,103.0,45.0,43.69,9,2016
Guadalquivir,Bermejales,2016-09-27,103.0,44.0,42.72,9,2016
Guadalquivir,Bermejales,2016-10-04,103.0,43.0,41.75,10,2016
Guadalquivir,Bermejales,2016-10-11,103.0,42.0,40.78,10,2016
Guadalquivir,Bermejales,2016-10-18,103.0,42.0,40.78,10,2016
Guadalquivir,Bermejales,2016-10-25,103.0,42.0,40.78,10,2016
Guadalquivir,Bermejales,2016-11-01,103.0,42.0,40.78,11,2016
Guadalquivir,Bermejales,2016-11-08,103.0,43.0,41.75,11,2016
Guadalquivir,Bermejales,2016-11-15,103.0,43.0,41.75,11,2016
Guadalquivir,Bermejales,2016-11-22,103.0,43.0,41.75,11,2016
Guadalquivir,Bermejales,2016-11-29,103.0,44.0,42.72,11,2016
Guadalquivir,Bermejales,2016-12-06,103.0,45.0,43.69,12,2016
Guadalquivir,Bermejales,2016-12-13,103.0,45.0,43.69,12,2016
Guadalquivir,Bermejales,2016-12-20,103.0,46.0,44.66,12,2016
Guadalquivir,Bermejales,2016-12-27,103.0,46.0,44.66,12,2016
Guadalquivir,Bermejales,2017-01-03,103.0,47.0,45.63,1,2017
Guadalquivir,Bermejales,2017-01-10,103.0,47.0,45.63,1,2017
Guadalquivir,Bermejales,2017-01-17,103.0,47.0,45.63,1,2017
Guadalquivir,Bermejales,2017-01-24,103.0,48.0,46.6,1,2017
Guadalquivir,Bermejales,2017-01-31,103.0,48.0,46.6,1,2017
Guadalquivir,Bermejales,2017-02-07,103.0,49.0,47.57,2,2017
Guadalquivir,Bermejales,2017-02-14,103.0,49.0,47.57,2,2017
Guadalquivir,Bermejales,2017-02-21,103.0,50.0,48.54,2,2017
Guadalquivir,Bermejales,2017-02-28,103.0,51.0,49.51,2,2017
Guadalquivir,Bermejales,2017-03-07,103.0,51.0,49.51,3,2017
Guadalquivir,Bermejales,2017-03-14,103.0,52.0,50.49,3,2017
Guadalquivir,Bermejales,2017-03-21,103.0,53.0,51.46,3,2017
Guadalquivir,Bermejales,2017-03-28,103.0,54.0,52.43,3,2017
Guadalquivir,Bermejales,2017-04-04,103.0,54.0,52.43,4,2017
Guadalquivir,Bermejales,2017-04-11,103.0,53.0,51.46,4,2017
Guadalquivir,Bermejales,2017-04-18,103.0,53.0,51.46,4,2017
Guadalquivir,Bermejales,2017-04-25,103.0,53.0,51.46,4,2017
Guadalquivir,Bermejales,2017-05-02,103.0,53.0,51.46,5,2017
Guadalquivir,Bermejales,2017-05-09,103.0,52.0,50.49,5,2017
Guadalquivir,Bermejales,2017-05-16,103.0,52.0,50.49,5,2017
Guadalquivir,Bermejales,2017-05-23,103.0,52.0,50.49,5,2017
Guadalquivir,Bermejales,2017-05-30,103.0,51.0,49.51,5,2017
Guadalquivir,Bermejales,2017-06-06,103.0,52.0,50.49,6,2017
Guadalquivir,Bermejales,2017-06-13,103.0,48.0,46.6,6,2017
Guadalquivir,Bermejales,2017-06-20,103.0,47.0,45.63,6,2017
Guadalquivir,Bermejales,2017-06-27,103.0,46.0,44.66,6,2017
Guadalquivir,Bermejales,2017-07-04,103.0,44.0,42.72,7,2017
Guadalquivir,Bermejales,2017-07-11,103.0,43.0,41.75,7,2017
Guadalquivir,Bermejales,2017-07-18,103.0,42.0,40.78,7,2017
Guadalquivir,Bermejales,2017-07-25,103.0,40.0,38.83,7,2017
Guadalquivir,Bermejales,2017-08-01,103.0,39.0,37.86,8,2017
Guadalquivir,Bermejales,2017-08-08,103.0,37.0,35.92,8,2017
Guadalquivir,Bermejales,2017-08-15,103.0,36.0,34.95,8,2017
Guadalquivir,Bermejales,2017-08-22,103.0,35.0,33.98,8,2017
Guadalquivir,Bermejales,2017-08-29,103.0,33.0,32.04,8,2017
Guadalquivir,Bermejales,2017-09-05,103.0,32.0,31.07,9,2017
Guadalquivir,Bermejales,2017-09-12,103.0,31.0,30.1,9,2017
Guadalquivir,Bermejales,2017-09-19,103.0,30.0,29.13,9,2017
Guadalquivir,Bermejales,2017-09-26,103.0,29.0,28.16,9,2017
Guadalquivir,Bermejales,2017-10-03,103.0,28.0,27.18,10,2017
Guadalquivir,Bermejales,2017-10-10,103.0,28.0,27.18,10,2017
Guadalquivir,Bermejales,2017-10-17,103.0,28.0,27.18,10,2017
Guadalquivir,Bermejales,2017-10-24,103.0,28.0,27.18,10,2017
Guadalquivir,Bermejales,2017-10-31,103.0,28.0,27.18,10,2017
Guadalquivir,Bermejales,2017-11-07,103.0,28.0,27.18,11,2017
Guadalquivir,Bermejales,2017-11-14,103.0,28.0,27.18,11,2017
Guadalquivir,Bermejales,2017-11-21,103.0,28.0,27.18,11,2017
Guadalquivir,Bermejales,2017-11-28,103.0,28.0,27.18,11,2017
Guadalquivir,Bermejales,2017-12-05,103.0,29.0,28.16,12,2017
Guadalquivir,Bermejales,2017-12-12,103.0,29.0,28.16,12,2017
Guadalquivir,Bermejales,2017-12-19,103.0,29.0,28.16,12,2017
Guadalquivir,Bermejales,2017-12-26,103.0,29.0,28.16,12,2017
Guadalquivir,Bermejales,2018-01-02,103.0,30.0,29.13,1,2018
Guadalquivir,Bermejales,2018-01-09,103.0,30.0,29.13,1,2018
Guadalquivir,Bermejales,2018-01-16,103.0,30.0,29.13,1,2018
Guadalquivir,Bermejales,2018-01-23,103.0,30.0,29.13,1,2018
Guadalquivir,Bermejales,2018-01-30,103.0,30.0,29.13,1,2018
Guadalquivir,Bermejales,2018-02-06,103.0,31.0,30.1,2,2018
Guadalquivir,Bermejales,2018-02-13,103.0,31.0,30.1,2,2018
Guadalquivir,Bermejales,2018-02-20,103.0,31.0,30.1,2,2018
