Gestor de Red;Provincia;Municipio;Coordenada UTM X;Coordenada UTM Y;Subestación;Nivel de Tensión (kV);Capacidad disponible (MW);Capacidad comprometida por cuestiones regulatorias;Capacidad ocupada (MW);Capacidad admitida y no resuelta (MW);Posiciones ocupadas;Posiciones libres;Nudo Afección RdT;Nudo limitado por Scc ;Nudo 0*;Comentarios;Comunidad Autónoma;Nombre Subestación
R1-299;Barcelona;Palau-solità i Plegamans;932441,0988;4614807,336;4187;25;61,6;0;109;0;;;PALAU 220;0;0;Subestación con espacio insuficiente o posibles restricciones para su ampliación. Dificultad para la conexión de una nueva posición o con coste muy elevado.;09 - Catalunya;PALAU
R1-299;Barcelona;Vilafranca del Penedès;893839,471;4589920,79;471042547;25;6,9;0;78,3;0;;;PENEDES 220;0;0;Subestación con espacio insuficiente o posibles restricciones para su ampliación. Dificultad para la conexión de una nueva posición o con coste muy elevado.;09 - Catalunya;PENEDES
R1-299;Barcelona;Barcelona;929399,8027;4598394,88;4548048;110;111,2;0;0;0;;;SANT ANDREU 220;0;0;;09 - Catalunya;PENITENTS
R1-299;Barcelona;Barcelona;929399,8027;4598394,88;4548048;11;0;0;0,4;0;;;SANT ANDREU 220;0;0;Capacidad de acceso no disponible por inviabilidad de conexión en 11 kV, en virtud de lo dispuesto en el art. 10.5 de la Ley 18/2008, de 23 de diciembre, de garantía y calidad del suministro eléctrico de la Comunidad Autónoma de Cataluña.;09 - Catalunya;PENITENTS
R1-299;Barcelona;Hostalets de Pierola, Els;903011,5429;4608106,524;4131541;110;0;0;0;0;;;PIEROLA 400;0;0;;09 - Catalunya;PIEROLA
R1-299;Barcelona;Hostalets de Pierola, Els;903011,5429;4608106,524;4131541;25;0;0;12,6;0;;;PIEROLA 400;0;0;;09 - Catalunya;PIEROLA
R1-299;Barcelona;Prat de Llobregat, El;929244,3715;4586898,981;424004875;110;92,1;0;0;0;;;SANT BOI 220;0;0;Subestación con espacio insuficiente o posibles restricciones para su ampliación. Dificultad para la conexión de una nueva posición o con coste muy elevado.;09 - Catalunya;PRAT
R1-299;Barcelona;Prat de Llobregat, El;929244,3715;4586898,981;424004875;25;92,1;0;10,3;0;;;SANT BOI 220;0;0;Subestación con espacio insuficiente o posibles restricciones para su ampliación. Dificultad para la conexión de una nueva posición o con coste muy elevado.;09 - Catalunya;PRAT
R1-299;Barcelona;Polinyà;931481,5229;4612618,797;4202401;110;98,5;0;0;0;;;SANT FOST 220;0;0;;09 - Catalunya;R.CALDES
R1-299;Barcelona;Polinyà;931481,5229;4612618,797;4202401;25;98,5;0;27,7;0;;;R.CALDES 220 / S.FOST 220;0;0;Capacidad que podría no estar disponible en su totalidad, en función de la explotación de sus barras. A determinar en estudio individual.;09 - Catalunya;R.CALDES
R1-299;Barcelona;Roca del Vallès, La;943507,5701;4617667,422;4217568;132;190,4;0;0;0;;;GRAMANET 220;0;0;;09 - Catalunya;ROCA
R1-299;Barcelona;Roca del Vallès, La;943507,5701;4617667,422;4217568;25;138;0;27,8;0;;;LA ROCA 220;0;0;Capacidad que podría no estar disponible en su totalidad, en función de la explotación de sus barras. A determinar en estudio individual.;09 - Catalunya;ROCA
R1-299;Barcelona;Vilanova i la Geltrú;895674,8354;4577601,899;470912457;110;191;0;0;0;;;GARRAF 400;0;0;;09 - Catalunya;ROURELL
R1-299;Barcelona;Rubí;918379,306;4603442,726;4132;66;10,8;0;0;0;;;RUBI 220;0;0;;09 - Catalunya;RUBI
R1-299;Barcelona;Rubí;918379,306;4603442,726;4132;25;81,9;0;43,5;0;;;RUBI 220;0;0;Capacidad que podría no estar disponible en su totalidad, en función de la explotación de sus barras. A determinar en estudio individual.;09 - Catalunya;RUBI
R1-299;Barcelona;Barcelona;933567,0586;4601337,954;4545906;110;323,9;0;50;0;;;SANT ANDREU 220;0;0;Subestación con espacio insuficiente o posibles restricciones para su ampliación. Dificultad para la conexión de una nueva posición o con coste muy elevado.;09 - Catalunya;S.ANDREU
R1-299;Barcelona;Barcelona;933567,0586;4601337,954;4545906;25;88,3;0;0,4;0;;;SANT ANDREU 220;0;0;Subestación con espacio insuficiente o posibles restricciones para su ampliación. Dificultad para la conexión de una nueva posición o con coste muy elevado.;09 - Catalunya;S.ANDREU
R1-299;Barcelona;Barcelona;933567,0586;4601337,954;4545906;11;0;0;0;0;;;SANT ANDREU 220;0;0;Capacidad de acceso no disponible por inviabilidad de conexión en 11 kV, en virtud de lo dispuesto en el art. 10.5 de la Ley 18/2008, de 23 de diciembre, de garantía y calidad del suministro eléctrico de la Comunidad Autónoma de Cataluña.;09 - Catalunya;S.ANDREU
R1-299;Barcelona;Sant Boi de Llobregat;921844,4661;4588326,94;4633835;110;419,1;0;0;0;;;SANT BOI 220;0;0;Subestación con espacio insuficiente o posibles restricciones para su ampliación. Dificultad para la conexión de una nueva posición o con coste muy elevado.;09 - Catalunya;S.BOI
R1-299;Barcelona;Sant Boi de Llobregat;921844,4661;4588326,94;4633835;25;115,1;0;8;0;;;SANT BOI 220;0;0;Capacidad que podría no estar disponible en su totalidad, en función de la explotación de sus barras. A determinar en estudio individual. Subestación con espacio insuficiente o posibles restricciones para su ampliación. Dificultad para la conexión de una nueva posición o con coste muy elevado.;09 - Catalunya;S.BOI
R1-299;Barcelona;Barcelona;922924,7628;4597364,041;4614836;25;34;0;0;0;;;COLLBLANC 220;0;0;Capacidad que podría no estar disponible en su totalidad, en función de la explotación de sus barras. A determinar en estudio individual.;09 - Catalunya;S.C.OLORDE
R1-299;Barcelona;Santa Cecília de Voltregà;933277,443;4662491,292;4228938;132;55,5;0;0;0;;;VIC 220;0;0;;09 - Catalunya;S.CECILIA
R1-299;Barcelona;Santa Cecília de Voltregà;933277,443;4662491,292;4228938;25;21,2;0;47,2;0;;;VIC 220;0;0;;09 - Catalunya;S.CECILIA
R1-299;Barcelona;Sant Celoni;955240,2696;4631677,779;447443;110;107,3;0;0;0;;;SANT CELONI 220;0;0;;09 - Catalunya;S.CELONI
R1-299;Barcelona;Sant Celoni;955240,2696;4631677,779;447443;25;54,5;0;12,5;0;;;SANT CELONI 220;0;0;;09 - Catalunya;S.CELONI
R1-299;Barcelona;Santa Coloma de Gramenet;933612,3769;4602859,123;461;132;186,8;0;0;0;;;GRAMANET 220;0;0;;09 - Catalunya;S.COLOMA
R1-299;Barcelona;Santa Coloma de Gramenet;933612,3769;4602859,123;461;66;65,6;0;0;0;;;GRAMANET 220;0;0;;09 - Catalunya;S.COLOMA
R1-299;Barcelona;Santa Coloma de Gramenet;933612,3769;4602859,123;461;25;65,6;0;4,5;0;;;GRAMANET 220;0;0;Capacidad que podría no estar disponible en su totalidad, en función de la explotación de sus barras. A determinar en estudio individual.;09 - Catalunya;S.COLOMA
R1-299;Barcelona;Sant Cugat del Vallès;923849,0152;4605269,404;471042563;25;26;0;77;0;;;SANT CUGAT 220;0;0;;09 - Catalunya;S.CUGAT
R1-299;Barcelona;Sant Feliu de Llobregat;921014,4234;4594952,026;4327;66;48,6;0;0;0;;;RUBI 220;0;0;;09 - Catalunya;S.FELIU
R1-299;Barcelona;Sant Feliu de Llobregat;921014,4234;4594952,026;4327;25;48,6;0;6,6;0;;;RUBI 220;0;0;;09 - Catalunya;S.FELIU
R1-299;Barcelona;Sant Fost de Campsentelles;935519,4921;4608743,04;4631959;110;352,2;0;0;0;;;SANT FOST 220;0;0;Subestación con espacio insuficiente o posibles restricciones para su ampliación. Dificultad para la conexión de una nueva posición o con coste muy elevado.;09 - Catalunya;S.FOST
R1-299;Barcelona;Sant Fost de Campsentelles;935519,4921;4608743,04;4631959;25;92,7;0;0,4;0;;;SANT FOST 220;0;0;Subestación con espacio insuficiente o posibles restricciones para su ampliación. Dificultad para la conexión de una nueva posición o con coste muy elevado.;09 - Catalunya;S.FOST
R1-299;Barcelona;Sant Joan Despí;923790,6631;4591544,211;4634280;110;121,8;0;0;0;;;SANT BOI 220;0;0;;09 - Catalunya;S.JOAN.DES
R1-299;Barcelona;Sant Joan Despí;923790,6631;4591544,211;4634280;25;102,3;0;5,9;0;;;SANT BOI 220;0;0;;09 - Catalunya;S.JOAN.DES
R1-299;Barcelona;Sant Joan Despí;923790,6631;4591544,211;4634280;11;0;0;0,1;0;;;SANT BOI 220;0;0;Capacidad de acceso no disponible por inviabilidad de conexión en 11 kV, en virtud de lo dispuesto en el art. 10.5 de la Ley 18/2008, de 23 de diciembre, de garantía y calidad del suministro eléctrico de la Comunidad Autónoma de Cataluña.;09 - Catalunya;S.JOAN.DES
R1-299;Barcelona;Sant Just Desvern;924720,609;4594763,403;419;66;100,3;0;0;0;;;SANT JUST 220;0;0;;09 - Catalunya;S.JUST
R1-299;Barcelona;Sant Just Desvern;924720,609;4594763,403;419;25;100,3;0;0,5;0;;;SANT JUST 220;0;0;Capacidad que podría no estar disponible en su totalidad, en función de la explotación de sus barras. A determinar en estudio individual.;09 - Catalunya;S.JUST
R1-299;Barcelona;Santa Margarida de Montbui;883470,804;4610560,298;4671384;110;0;0;0;0;;;PIEROLA 400;0;0;;09 - Catalunya;S.MARGARID
R1-299;Barcelona;Santa Margarida de Montbui;883470,804;4610560,298;4671384;25;0;0;23,3;0;;;PIEROLA 400;0;0;;09 - Catalunya;S.MARGARID
R1-299;Barcelona;Barcelona;934513,0414;4599242,833;457;66;127,9;0;0;0;;;GRAMANET 220;0;0;;09 - Catalunya;S.MARTI
R1-299;Barcelona;Barcelona;934513,0414;4599242,833;457;25;93,6;0;0,4;0;;;GRAMANET 220;0;0;;09 - Catalunya;S.MARTI
R1-299;Barcelona;Barcelona;934513,0414;4599242,833;457;11;0;0;0;0;;;GRAMANET 220;0;0;Capacidad de acceso no disponible por inviabilidad de conexión en 11 kV, en virtud de lo dispuesto en el art. 10.5 de la Ley 18/2008, de 23 de diciembre, de garantía y calidad del suministro eléctrico de la Comunidad Autónoma de Cataluña.;09 - Catalunya;S.MARTI
R1-299;Barcelona;Premià de Dalt;945212,3513;4609901,354;4297710;110;241,1;0;0;0;;;SANT FOST 220;0;0;;09 - Catalunya;S.MATEU
R1-299;Barcelona;Premià de Dalt;945212,3513;4609901,354;4297710;25;70,5;0;15,5;0;;;SANT FOST 220;0;0;;09 - Catalunya;S.MATEU
R1-299;Barcelona;Sant Pere de Ribes;897895,8622;4578509,093;4591649;110;94,1;0;0;0;;;GARRAF 400;0;0;;09 - Catalunya;S.PERE.RIB
R1-299;Barcelona;Sant Pere de Ribes;897895,8622;4578509,093;4591649;25;94,1;0;24,1;0;;;GARRAF 400;0;0;;09 - Catalunya;S.PERE.RIB
R1-299;Barcelona;Santa Susanna;974468,2132;4626482,206;471042568;110;169,1;0;0;0;;;SANT CELONI 220;0;0;;09 - Catalunya;S.SUSANNA
R1-299;Barcelona;Santa Susanna;974468,2132;4626482,206;471042568;25;57,5;0;2,5;0;;;SANT CELONI 220;0;0;;09 - Catalunya;S.SUSANNA
R1-299;Barcelona;Sabadell;925354,7461;4613818,092;424005517;110;78,1;0;0;0;;;MAS FIGUERES 220;0;0;;09 - Catalunya;SABADELL
R1-299;Barcelona;Sabadell;925354,7461;4613818,092;424005517;25;78,1;0;15,6;0;;;MAS FIGUERES 220;0;0;Capacidad que podría no estar disponible en su totalidad, en función de la explotación de sus barras. A determinar en estudio individual.;09 - Catalunya;SABADELL
R1-299;Barcelona;Sabadell;925354,7461;4613818,092;424005517;11;0;0;0;0;;;MAS FIGUERES 220;0;0;Capacidad de acceso no disponible por inviabilidad de conexión en 11 kV, en virtud de lo dispuesto en el art. 10.5 de la Ley 18/2008, de 23 de diciembre, de garantía y calidad del suministro eléctrico de la Comunidad Autónoma de Cataluña.;09 - Catalunya;SABADELL
R1-299;Barcelona;Sallent;905780,3805;4641262,678;4672699;110;39;0;0;0;;;CALDERS 400;0;0;;09 - Catalunya;SALLENT
R1-299;Barcelona;Sallent;905780,3805;4641262,678;4672699;25;11,8;0;97,6;0;;;CALDERS 400;0;0;Subestación con espacio insuficiente o posibles restricciones para su ampliación. Dificultad para la conexión de una nueva posición o con coste muy elevado.;09 - Catalunya;SALLENT
R1-299;Barcelona;Hospitalet de Llobregat, L';928505,7509;4592343,798;4555226;110;483,4;0;0;0;;;COLLBLANC 220;0;0;Subestación con espacio insuficiente o posibles restricciones para su ampliación. Dificultad para la conexión de una nueva posición o con coste muy elevado.;09 - Catalunya;SANTS
R1-299;Barcelona;Hospitalet de Llobregat, L';928505,7509;4592343,798;4555226;25;92,3;0;0,4;0;;;COLLBLANC 220;0;0;;09 - Catalunya;SANTS
R1-299;Barcelona;Hospitalet de Llobregat, L';928505,7509;4592343,798;4555226;11;0;0;0;0;;;COLLBLANC 220;0;0;Capacidad de acceso no disponible por inviabilidad de conexión en 11 kV, en virtud de lo dispuesto en el art. 10.5 de la Ley 18/2008, de 23 de diciembre, de garantía y calidad del suministro eléctrico de la Comunidad Autónoma de Cataluña.;09 - Catalunya;SANTS
R1-299;Barcelona;Vilanova de Sau;948706,3956;4660386,413;4171816;110;0;0;56;0;;;JUIA 220;0;0;;09 - Catalunya;SAU
R1-299;Barcelona;Vilanova de Sau;948706,3956;4660386,413;4171816;25;0;0;0;0;;;JUIA 220;0;0;;09 - Catalunya;SAU
R1-299;Barcelona;Sentmenat;925913,5944;4620165,518;4734388;25;0;0;67,8;0;;;SENTMENAT 220;0;0;;09 - Catalunya;SENTMENAT
R1-299;Barcelona;Martorell;910141,6915;4605653,584;470113889;110;0;0;0;0;;;PIEROLA 400;0;0;;09 - Catalunya;SEO
R1-299;Barcelona;Subirats;902910,887;4597407,522;471042534;25;0;0;95;0;;;SUBIRATS 220;0;0;Subestación con espacio insuficiente o posibles restricciones para su ampliación. Dificultad para la conexión de una nueva posición o con coste muy elevado.;09 - Catalunya;SUBIRATS
R1-299;Barcelona;Súria;895371,141;4641863,13;472454126;110;0;0;0;0;;;CALDERS 400;0;0;;09 - Catalunya;SURIA
R1-299;Barcelona;Barcelona;934118,4803;4596563,012;471035297;25;160;0;0,1;0;;;TANGER (CATALUÑA) 220;0;0;;09 - Catalunya;TANGER
R1-299;Barcelona;Barcelona;934118,4803;4596563,012;471035297;11;0;0;0;0;;;TANGER (CATALUÑA) 220;0;0;Capacidad de acceso no disponible por inviabilidad de conexión en 11 kV, en virtud de lo dispuesto en el art. 10.5 de la Ley 18/2008, de 23 de diciembre, de garantía y calidad del suministro eléctrico de la Comunidad Autónoma de Cataluña.;09 - Catalunya;TANGER
R1-299;Barcelona;Terrassa;918687,6431;4615782,304;4741450;110;0;0;0;0;;;CAN BARBA 400;0;0;;09 - Catalunya;TERRASSA
R1-299;Barcelona;Terrassa;918687,6431;4615782,304;4741450;25;0;0;0,5;0;;;CAN BARBA 400;0;0;;09 - Catalunya;TERRASSA
R1-299;Barcelona;Terrassa;918687,6431;4615782,304;4741450;11;0;0;0;0;;;CAN BARBA 400;0;0;Capacidad de acceso no disponible por inviabilidad de conexión en 11 kV, en virtud de lo dispuesto en el art. 10.5 de la Ley 18/2008, de 23 de diciembre, de garantía y calidad del suministro eléctrico de la Comunidad Autónoma de Cataluña.;09 - Catalunya;TERRASSA
R1-299;Barcelona;Tordera;976988,5106;4632613,735;447469;110;223,4;0;0;0;;;SANT CELONI 220;0;0;;09 - Catalunya;TORDERA
R1-299;Barcelona;Tordera;976988,5106;4632613,735;447469;25;115,8;0;70,2;0;;;SANT CELONI 220;0;0;;09 - Catalunya;TORDERA
R1-299;Barcelona;Barcelona;933512,8314;4601557,548;4251798;25;158,9;0;29,5;0;;;TRINITAT 220;1;0;Subestación con espacio insuficiente o posibles restricciones para su ampliación. Dificultad para la conexión de una nueva posición o con coste muy elevado.;09 - Catalunya;TRINITAT
R1-299;Barcelona;Barcelona;930378,4059;4594641,211;4546994;11;0;0;0,7;0;;;URGELL 220;0;0;Capacidad de acceso no disponible por inviabilidad de conexión en 11 kV, en virtud de lo dispuesto en el art. 10.5 de la Ley 18/2008, de 23 de diciembre, de garantía y calidad del suministro eléctrico de la Comunidad Autónoma de Cataluña.;09 - Catalunya;URGELL
R1-299;Barcelona;Sitges;907707,5646;4577895,588;4165;66;30;0;0;0;;;VILADECANS 220;0;0;;09 - Catalunya;VALLCARCA
R1-299;Barcelona;Sitges;907707,5646;4577895,588;4165;25;30;0;0;0;;;VILADECANS 220;0;0;;09 - Catalunya;VALLCARCA
R1-299;Barcelona;Vic;937812,7171;4658527,077;442160;132;129,7;0;0;0;;;VIC 220;0;0;;09 - Catalunya;VIC
R1-299;Barcelona;Vic;937812,7171;4658527,077;442160;25;6,7;0;174,7;0;;;VIC 220;0;0;;09 - Catalunya;VIC
R1-299;Barcelona;Viladecans;920868,0037;4587071,058;488;66;29,6;0;0;0;;;VILADECANS 220;0;0;;09 - Catalunya;VILADECANS
R1-299;Barcelona;Viladecans;920868,0037;4587071,058;488;25;268,5;0;8,2;0;;;VILADECANS 220;1;0;Subestación con espacio insuficiente o posibles restricciones para su ampliación. Dificultad para la conexión de una nueva posición o con coste muy elevado.;09 - Catalunya;VILADECANS
R1-299;Barcelona;Barcelona;933315,0968;4595273,353;424003798;25;133,5;0;0,3;0;;;VILANOVA 220;0;0;;09 - Catalunya;VILANOVA
R1-299;Barcelona;Barcelona;933315,0968;4595273,353;424003798;11;0;0;0;0;;;VILANOVA 220;0;0;Capacidad de acceso no disponible por inviabilidad de conexión en 11 kV, en virtud de lo dispuesto en el art. 10.5 de la Ley 18/2008, de 23 de diciembre, de garantía y calidad del suministro eléctrico de la Comunidad Autónoma de Cataluña.;09 - Catalunya;VILANOVA
R1-299;Girona;Sant Joan de les Abadesses;936491,3956;4689769,949;4254609;45;4,3;0;0;0;;;VIC 220;0;0;;09 - Catalunya;ABADESSES
R1-299;Girona;Sant Joan de les Abadesses;936491,3956;4689769,949;4254609;25;4,3;0;0,5;0;;;VIC 220;0;0;;09 - Catalunya;ABADESSES
R1-299;Girona;Bellcaire d'Empordà;1004571,981;4675896,439;447838;110;0;0;32;0;;;JUIA 220;0;0;;09 - Catalunya;BELLCAIRE
R1-299;Girona;Bellcaire d'Empordà;1004571,981;4675896,439;447838;25;0;0;46,8;0;;;JUIA 220;0;0;Subestación con espacio insuficiente o posibles restricciones para su ampliación. Dificultad para la conexión de una nueva posición o con coste muy elevado.;09 - Catalunya;BELLCAIRE
R1-299;Girona;Bescanó;971942,552;4662502,834;471042021;132;287,8;0;0;0;;;BESCANO 400;0;0;;09 - Catalunya;BESCANO
R1-299;Girona;Bescanó;971942,552;4662502,834;471042021;25;15;0;10,1;0;;;BESCANO 400;0;0;;09 - Catalunya;BESCANO
R1-299;Girona;Sant Feliu de Buixalleu;963348,149;4634976,974;447475;132;121,1;0;0;0;;;GRAMANET 220;0;0;;09 - Catalunya;BUIXALLEU
R1-299;Girona;Sant Feliu de Buixalleu;963348,149;4634976,974;447475;25;27,7;0;33;0;;;GRAMANET 220;0;0;;09 - Catalunya;BUIXALLEU
R1-299;Girona;Castell d'Aro, Platja d'Aro i s'Agaró;1001384,039;4645974,276;447516;110;0;0;0;0;;;JUIA 220;0;0;;09 - Catalunya;C.ARO
R1-299;Girona;Castell d'Aro, Platja d'Aro i s'Agaró;1001384,039;4645974,276;447516;25;0;0;5,3;0;;;JUIA 220;0;0;;09 - Catalunya;C.ARO
R1-299;Girona;Camprodon;941934,4497;4697976,63;4244499;45;4,4;0;0;0;;;VIC 220;0;0;;09 - Catalunya;CAMPRODON
R1-299;Girona;Camprodon;941934,4497;4697976,63;4244499;25;3,1;0;3,1;0;;;VIC 220;0;0;;09 - Catalunya;CAMPRODON
R1-299;Girona;Cassà de la Selva;989598,6763;4651350,476;471042022;110;0;0;120;0;;;JUIA 220;0;0;;09 - Catalunya;CASSA
R1-299;Girona;Cassà de la Selva;989598,6763;4651350,476;471042022;25;0;0;35,7;0;;;JUIA 220;0;0;;09 - Catalunya;CASSA
R1-299;Girona;Fontanals de Cerdanya;903061,325;4703561,538;4673457;110;0;0;0;0;;;CERCS 220;0;0;;09 - Catalunya;CERDANYA
R1-299;Girona;Fontanals de Cerdanya;903061,325;4703561,538;4673457;25;0;0;16;0;;;CERCS 220;0;0;;09 - Catalunya;CERDANYA
R1-299;Girona;Beuda;972280,1274;4687727,634;470468436;132;0;0;11,9;0;;;SANTA LLOGAIA 400;0;0;;09 - Catalunya;CONFIREL
R1-299;Girona;Palafrugell;1010079,118;4660300,608;471588105;110;0;0;0;0;;;JUIA 220;0;0;;09 - Catalunya;EMPORDANET
R1-299;Girona;Palafrugell;1010079,118;4660300,608;471588105;25;0;0;55,4;0;;;JUIA 220;0;0;Subestación con espacio insuficiente o posibles restricciones para su ampliación. Dificultad para la conexión de una nueva posición o con coste muy elevado.;09 - Catalunya;EMPORDANET
R1-299;Girona;Figueres;991502,9938;4695515,89;4277509;132;0;0;99;0;;;SANTA LLOGAIA 400;0;0;;09 - Catalunya;FIGUERES
R1-299;Girona;Figueres;991502,9938;4695515,89;4277509;25;0;0;18,4;0;;;SANTA LLOGAIA 400;0;0;;09 - Catalunya;FIGUERES
R1-299;Girona;Fornells de la Selva;980429,5663;4659516,24;472483665;132;8,1;0;0;0;;;BESCANO 400;0;0;Subestación con espacio insuficiente o posibles restricciones para su ampliación. Dificultad para la conexión de una nueva posición o con coste muy elevado.;09 - Catalunya;FORNELLS
R1-299;Girona;Fornells de la Selva;980429,5663;4659516,24;472483665;25;8,1;0;20,3;0;;;BESCANO 400;0;0;Subestación con espacio insuficiente o posibles restricciones para su ampliación. Dificultad para la conexión de una nueva posición o con coste muy elevado.;09 - Catalunya;FORNELLS
R1-299;Girona;Juià;988598,1931;4669150,975;447420;132;0;0;232;0;;;JUIA 220;0;0;;09 - Catalunya;JUIA
R1-299;Girona;Juià;988598,1931;4669150,975;447420;110;0;0;0;0;;;JUIA 220;0;0;;09 - Catalunya;JUIA
R1-299;Girona;Juià;988598,1931;4669150,975;447420;25;0;0;22,4;0;;;JUIA 220;0;0;;09 - Catalunya;JUIA
R1-299;Girona;Sant Joan les Fonts;957177,3133;4687727,367;472205397;132;0;0;0;0;;;VIC 220;0;0;;09 - Catalunya;LESFONTS
R1-299;Girona;Llançà;1005972,375;4708378,978;470595765;132;0;0;0;0;;;SANTA LLOGAIA 400;0;0;;09 - Catalunya;LLANÇA
R1-299;Girona;Llançà;1005972,375;4708378,978;470595765;25;0;0;8,6;0;;;SANTA LLOGAIA 400;0;0;;09 - Catalunya;LLANÇA
R1-299;Girona;Lloret de Mar;987782,8845;4635503,238;4111844;110;80,3;0;0;0;;;SANT CELONI 220;0;0;;09 - Catalunya;LLORET
R1-299;Girona;Lloret de Mar;987782,8845;4635503,238;4111844;25;80,3;0;0,1;0;;;SANT CELONI 220;0;0;;09 - Catalunya;LLORET
R1-299;Girona;Olot;953466,9394;4685546,451;4288968;132;74;0;0;0;;;BESCANO 400;0;0;;09 - Catalunya;OLOT
R1-299;Girona;Olot;953466,9394;4685546,451;4288968;25;55,3;0;3;0;;;BESCANO 400;0;0;;09 - Catalunya;OLOT
R1-299;Girona;Palol de Revardit;981921,3373;4671153,513;4251248;110;0;0;0;0;;;JUIA 220;0;0;;09 - Catalunya;P.ESTANY
R1-299;Girona;Palol de Revardit;981921,3373;4671153,513;4251248;25;0;0;6,5;0;;;JUIA 220;0;0;;09 - Catalunya;P.ESTANY
R1-299;Girona;Ripoll;929517,8943;4686415,557;4223327;132;56,1;0;0;0;;;VIC 220;0;0;;09 - Catalunya;RIPOLL
R1-299;Girona;Ripoll;929517,8943;4686415,557;4223327;45;4,2;0;0;0;;;VIC 220;0;0;;09 - Catalunya;RIPOLL
R1-299;Girona;Ripoll;929517,8943;4686415,557;4223327;25;0;0;58,5;0;;;VIC 220;0;0;;09 - Catalunya;RIPOLL
R1-299;Girona;Sant Hilari Sacalm;956077,9774;4651152,139;470014423;110;0;0;0;0;;;JUIA 220;0;0;;09 - Catalunya;S.HILARI
R1-299;Girona;Sant Hilari Sacalm;956077,9774;4651152,139;470014423;25;0;0;0;0;;;JUIA 220;0;0;;09 - Catalunya;S.HILARI
R1-299;Girona;Santa Llogaia d'Àlguema;990805,6715;4692506,654;471042024;132;0;0;97,2;0;;;SANTA LLOGAIA 400;0;0;Subestación con espacio insuficiente o posibles restricciones para su ampliación. Dificultad para la conexión de una nueva posición o con coste muy elevado.;09 - Catalunya;S.LLOGAIA
R1-299;Girona;Salt;980762,7798;4662689,154;447437;132;182,4;0;35;0;;;BESCANO 400;0;0;;09 - Catalunya;SALT
R1-299;Girona;Salt;980762,7798;4662689,154;447437;25;116,3;0;0,9;0;;;BESCANO 400;0;0;;09 - Catalunya;SALT
R1-299;Girona;Serinyà;973953,6835;4685795,734;471697613;132;0;0;0;0;;;SANTA LLOGAIA 400;0;0;;09 - Catalunya;SERINYA
R1-299;Girona;Sils;977937,5872;4644209,868;447448;110;57,4;0;0;0;;;SANT CELONI 220;0;0;;09 - Catalunya;SILS
R1-299;Girona;Sils;977937,5872;4644209,868;447448;25;40,1;0;76,8;5;;;SANT CELONI 220;0;0;Subestación con espacio insuficiente o posibles restricciones para su ampliación. Dificultad para la conexión de una nueva posición o con coste muy elevado.;09 - Catalunya;SILS
R1-299;Girona;Susqueda;961569,9133;4663185,012;4169994;110;0;0;73,8;0;;;JUIA 220;0;0;;09 - Catalunya;SUSQUEDA
R1-299;Girona;Susqueda;961569,9133;4663185,012;4169994;25;0;0;21,1;0;;;JUIA 220;0;0;;09 - Catalunya;SUSQUEDA
R1-299;Girona;Palau-saverdera;1006096,778;4699630,01;4273425;132;0;0;0;0;;;SANTA LLOGAIA 400;0;0;;09 - Catalunya;TORREVENT
R1-299;Girona;Palau-saverdera;1006096,778;4699630,01;4273425;25;0;0;2,2;0;;;SANTA LLOGAIA 400;0;0;;09 - Catalunya;TORREVENT
R1-299;Girona;Vilallonga de Ter;936384,0849;4701331,379;4255583;45;4,4;0;4,5;0;;;VIC 220;0;0;;09 - Catalunya;TREGURA
R1-299;Girona;Vilallonga de Ter;936384,0849;4701331,379;4255583;25;4,4;0;0;0;;;VIC 220;0;0;;09 - Catalunya;TREGURA
R1-299;Girona;Vall-llobrega;1007943,774;4654469,27;471042032;110;0;0;0;0;;;JUIA 220;0;0;;09 - Catalunya;V.LLOBREGA
R1-299;Girona;Vall-llobrega;1007943,774;4654469,27;471042032;25;0;0;8,7;0;;;JUIA 220;0;0;;09 - Catalunya;V.LLOBREGA
R1-299;Girona;Vilamalla;994538,8744;4691642,029;472079117;132;0;0;0;0;;;SANTA LLOGAIA 400;0;0;;09 - Catalunya;VILAMALLA
R1-299;Girona;Vilamalla;994538,8744;4691642,029;472079117;25;0;0;3,7;0;;;SANTA LLOGAIA 400;0;0;;09 - Catalunya;VILAMALLA
R1-299;Girona;Girona;980991,3784;4661868,344;4169832;110;0;0;5,2;0;;;JUIA 220;0;0;;09 - Catalunya;XIRGU
R1-299;Girona;Girona;980991,3784;4661868,344;4169832;25;0;0;26,9;0;;;JUIA 220;0;0;;09 - Catalunya;XIRGU
R1-299;Girona;Girona;980991,3784;4661868,344;4169832;11;0;0;0;0;;;JUIA 220;0;0;Capacidad de acceso no disponible por inviabilidad de conexión en 11 kV, en virtud de lo dispuesto en el art. 10.5 de la Ley 18/2008, de 23 de diciembre, de garantía y calidad del suministro eléctrico de la Comunidad Autónoma de Cataluña.;09 - Catalunya;XIRGU
R1-299;Lleida;Ribera d'Urgellet;862251,3022;4695099,603;4244466;110;0;0;0;0;;;ADRALL 220;0;0;;09 - Catalunya;ADRALL
R1-299;Lleida;Albatàrrec;801992,8541;4609196,571;471042037;25;0;0;84,7;0;;;ALBATARREC 220;0;0;;09 - Catalunya;ALBATARREC
R1-299;Lleida;Alfarràs;796723,3605;4639401,595;498707;132;0;0;25;0;;;MANGRANERS 220;0;0;;09 - Catalunya;ALFARRAS
