Nº  EXPEDIENTE;FECHA;HORA;CALLE;NÚMERO;DISTRITO;TIPO ACCIDENTE;ESTADO METEREOLÓGICO;TIPO VEHÍCULO;TIPO PERSONA;RANGO EDAD;SEXO;LESIVIDAD*;* La correspondencia de los códigos se encuentra descrito en la estructura del fichero.
2019S000058;02/01/2019;17:14;PASEO. CASTELLANA;228;CHAMARTÍN;Atropello a persona;Despejado;Turismo;Conductor;MAYOR DE 74 AÑOS;Hombre;14;
2019S000058;02/01/2019;17:14;PASEO. CASTELLANA;228;CHAMARTÍN;Atropello a persona;Despejado;Turismo;Pasajero;DE 21 A 24 AÑOS;Mujer;14;
2019S000058;02/01/2019;17:14;PASEO. CASTELLANA;228;CHAMARTÍN;Atropello a persona;Despejado;Furgoneta;Conductor;DE 55 A 59 AÑOS;Hombre;14;
2019S000068;02/01/2019;16:20;PASEO. CASTELLANA;66;SALAMANCA;Otro;Despejado;Turismo;Conductor;DE 55 A 59 AÑOS;Hombre;;
2019S000068;02/01/2019;16:20;PASEO. CASTELLANA;66;SALAMANCA;Otro;Despejado;Turismo;Pasajero;DE 55 A 59 AÑOS;Mujer;;
2019S000068;02/01/2019;16:20;PASEO. CASTELLANA;66;SALAMANCA;Otro;Despejado;Turismo;Pasajero;DE 21 A 24 AÑOS;Hombre;;
2019S001051;02/01/2019;16:00;PASEO. CASTELLANA;113;TETUÁN;Alcance;Despejado;Turismo;Conductor;DE 21 A 24 AÑOS;Mujer;;
2019S001051;02/01/2019;16:00;PASEO. CASTELLANA;113;TETUÁN;Alcance;Despejado;Turismo;Pasajero;DE 21 A 24 AÑOS;Hombre;;
2019S001051;02/01/2019;16:00;PASEO. CASTELLANA;113;TETUÁN;Alcance;Despejado;Furgoneta;Conductor;DE 21 A 24 AÑOS;Hombre;;
2019S001051;02/01/2019;16:00;PASEO. CASTELLANA;113;TETUÁN;Alcance;Despejado;Turismo;Conductor;DE 25 A 29 AÑOS;Hombre;;
2019S001807;02/01/2019;15:45;CALL. NUESTRA SEÑORA DE LA LUZ;39;CARABANCHEL;Colisión lateral;Despejado;Turismo;Conductor;DE 25 A 29 AÑOS;Hombre;14;
2019S001807;02/01/2019;15:45;CALL. NUESTRA SEÑORA DE LA LUZ;39;CARABANCHEL;Colisión lateral;Despejado;Todo terreno;Conductor;DE 50 A 54 AÑOS;Hombre;;
2019S000067;02/01/2019;15:15;CALL. MOZART / PASEO. FLORIDA;-;MONCLOA-ARAVACA;Alcance;Despejado;Turismo;Conductor;DESCONOCIDA;Hombre;;
2019S000067;02/01/2019;15:15;CALL. MOZART / PASEO. FLORIDA;-;MONCLOA-ARAVACA;Alcance;Despejado;Turismo;Conductor;DE 40 A 44 AÑOS;Hombre;;
2019S000031;02/01/2019;15:15;AUTOV. M-30, PK,5.500 Cº,1 CENTRAL;-;SALAMANCA;Alcance;Despejado;Turismo;Conductor;DE 30 A 34 AÑOS;Hombre;;
2019S000031;02/01/2019;15:15;AUTOV. M-30, PK,5.500 Cº,1 CENTRAL;-;SALAMANCA;Alcance;Despejado;Turismo;Pasajero;DE 30 A 34 AÑOS;Mujer;;
2019S000031;02/01/2019;15:15;AUTOV. M-30, PK,5.500 Cº,1 CENTRAL;-;SALAMANCA;Alcance;Despejado;Turismo;Conductor;DE 25 A 29 AÑOS;Hombre;;
2019S000025;02/01/2019;15:00;CALL. LOS YEBENES / CALL. ILLESCAS;-;LATINA;Colisión frontal;Despejado;Turismo;Conductor;DE 60 A 64 AÑOS;Hombre;14;
2019S000025;02/01/2019;15:00;CALL. LOS YEBENES / CALL. ILLESCAS;-;LATINA;Colisión frontal;Despejado;Motocicleta > 125cc;Conductor;DE 60 A 64 AÑOS;Hombre;03;
2019S000025;02/01/2019;15:00;CALL. LOS YEBENES / CALL. ILLESCAS;-;LATINA;Colisión frontal;Despejado;Motocicleta > 125cc;Pasajero;DE 50 A 54 AÑOS;Mujer;02;
2019S001087;02/01/2019;14:35;AUTOV. M-30, CALZADA 1 LATERAL PK,4,600;-;CHAMARTÍN;Choque contra obstáculo fijo;Despejado;Turismo;Conductor;DE 55 A 59 AÑOS;Mujer;;
2019S001026;02/01/2019;13:50;AVDA. DOCTOR FEDERICO RUBIO Y GALI;40;TETUÁN;Choque contra obstáculo fijo;Despejado;Turismo;Conductor;DE 70 A 74 AÑOS;Hombre;14;
2019S000481;02/01/2019;13:50;CALL. MANUEL NOYA / CALL. SAN TRIFON;-;USERA;Atropello a persona;Despejado;Turismo;Conductor;DE 55 A 59 AÑOS;Mujer;14;
2019S000481;02/01/2019;13:50;CALL. MANUEL NOYA / CALL. SAN TRIFON;-;USERA;Atropello a persona;Despejado;Turismo;Peatón;DE 35 A 39 AÑOS;Mujer;02;
2019S000048;02/01/2019;13:40;CALL. GENERAL ALVAREZ DE CASTRO / CALL. VIRIATO;-;CHAMBERÍ;Colisión fronto-lateral;Despejado;Furgoneta;Conductor;DE 50 A 54 AÑOS;Hombre;14;
2019S000048;02/01/2019;13:40;CALL. GENERAL ALVAREZ DE CASTRO / CALL. VIRIATO;-;CHAMBERÍ;Colisión fronto-lateral;Despejado;Turismo;Conductor;DE 21 A 24 AÑOS;Hombre;07;
2019S000941;02/01/2019;13:40;PASEO. CASTELLANA;81;TETUÁN;Colisión fronto-lateral;Despejado;Motocicleta > 125cc;Conductor;DE 30 A 34 AÑOS;Hombre;07;
2019S000941;02/01/2019;13:40;PASEO. CASTELLANA;81;TETUÁN;Colisión fronto-lateral;Despejado;Todo terreno;Conductor;DE 50 A 54 AÑOS;Hombre;14;
2019S000941;02/01/2019;13:40;PASEO. CASTELLANA;81;TETUÁN;Colisión fronto-lateral;Despejado;Todo terreno;Pasajero;DE 50 A 54 AÑOS;Mujer;14;
2019S000042;02/01/2019;13:30;CALL. CEBREROS;96;LATINA;Colisión fronto-lateral;Despejado;Turismo;Conductor;DE 25 A 29 AÑOS;Hombre;14;
2019S000042;02/01/2019;13:30;CALL. CEBREROS;96;LATINA;Colisión fronto-lateral;Despejado;Turismo;Conductor;DESCONOCIDA;;;
2019S000672;02/01/2019;13:25;CALL. CARACAS / CALL. ZURBANO;-;CHAMBERÍ;Atropello a persona;Despejado;Furgoneta;Conductor;DE 40 A 44 AÑOS;Hombre;14;
2019S000672;02/01/2019;13:25;CALL. CARACAS / CALL. ZURBANO;-;CHAMBERÍ;Atropello a persona;Despejado;Furgoneta;Peatón;DE 65 A 69 AÑOS;Mujer;07;
2019S000672;02/01/2019;13:25;CALL. CARACAS / CALL. ZURBANO;-;CHAMBERÍ;Atropello a persona;Despejado;Furgoneta;Peatón;DE 10 A 14 AÑOS;Mujer;14;
2019S001615;02/01/2019;13:20;PASEO. CASTELLANA / CALL. JOSE ORTEGA Y GASSET;-;SALAMANCA;Colisión múltiple;Despejado;Turismo;Conductor;DE 25 A 29 AÑOS;Hombre;14;
2019S001615;02/01/2019;13:20;PASEO. CASTELLANA / CALL. JOSE ORTEGA Y GASSET;-;SALAMANCA;Colisión múltiple;Despejado;Turismo;Pasajero;DE 25 A 29 AÑOS;Mujer;14;
2019S001615;02/01/2019;13:20;PASEO. CASTELLANA / CALL. JOSE ORTEGA Y GASSET;-;SALAMANCA;Colisión múltiple;Despejado;Motocicleta hasta 125cc;Conductor;DE 40 A 44 AÑOS;Hombre;07;
2019S001615;02/01/2019;13:20;PASEO. CASTELLANA / CALL. JOSE ORTEGA Y GASSET;-;SALAMANCA;Colisión múltiple;Despejado;Turismo;Conductor;DE 30 A 34 AÑOS;Hombre;14;
2019S001221;02/01/2019;13:15;CALL. SAN LAMBERTO;7;CIUDAD LINEAL;Colisión lateral;;Turismo;Conductor;DE 45 A 49 AÑOS;Mujer;;
2019S001221;02/01/2019;13:15;CALL. SAN LAMBERTO;7;CIUDAD LINEAL;Colisión lateral;;Turismo;Pasajero;DE 18 A 20 AÑOS;Hombre;;
2019S001221;02/01/2019;13:15;CALL. SAN LAMBERTO;7;CIUDAD LINEAL;Colisión lateral;;Turismo;Conductor;DE 60 A 64 AÑOS;Hombre;;
2019S001256;02/01/2019;13:00;CALL. SERRANO;74;SALAMANCA;Alcance;Despejado;Turismo;Conductor;DE 30 A 34 AÑOS;Hombre;14;
2019S001256;02/01/2019;13:00;CALL. SERRANO;74;SALAMANCA;Alcance;Despejado;Motocicleta > 125cc;Conductor;DE 40 A 44 AÑOS;Hombre;07;
2019S000051;02/01/2019;13:00;AVDA. CARDENAL HERRERA ORIA / CALL. RODA DE BARA;-;FUENCARRAL-EL PARDO;Alcance;Despejado;Turismo;Conductor;DE 70 A 74 AÑOS;Hombre;05;
2019S000051;02/01/2019;13:00;AVDA. CARDENAL HERRERA ORIA / CALL. RODA DE BARA;-;FUENCARRAL-EL PARDO;Alcance;Despejado;Turismo;Conductor;DE 70 A 74 AÑOS;Mujer;07;
2019S000488;02/01/2019;12:45;CALL. AGOSTO / CALL. VIENTO;-;SAN BLAS-CANILLEJAS;Colisión fronto-lateral;Despejado;Turismo;Conductor;DE 35 A 39 AÑOS;Hombre;;
2019S000488;02/01/2019;12:45;CALL. AGOSTO / CALL. VIENTO;-;SAN BLAS-CANILLEJAS;Colisión fronto-lateral;Despejado;Turismo;Conductor;DE 45 A 49 AÑOS;Hombre;;
2019S000359;02/01/2019;12:40;CALL. AGUACATE;27;CARABANCHEL;Alcance;Despejado;Motocicleta hasta 125cc;Conductor;DE 30 A 34 AÑOS;Hombre;;
2019S000359;02/01/2019;12:40;CALL. AGUACATE;27;CARABANCHEL;Alcance;Despejado;Turismo;Conductor;MAYOR DE 74 AÑOS;Hombre;;
2019S000642;02/01/2019;12:40;CALL. SAN BERNARDO / CALL. ALBERTO AGUILERA;-;CHAMBERÍ;Colisión lateral;Despejado;Camión rígido;Conductor;DE 30 A 34 AÑOS;Hombre;;
2019S000642;02/01/2019;12:40;CALL. SAN BERNARDO / CALL. ALBERTO AGUILERA;-;CHAMBERÍ;Colisión lateral;Despejado;Turismo;Conductor;DE 55 A 59 AÑOS;Hombre;;
2019S000270;02/01/2019;12:30;AUTOV. M-30, +01400I;-;ARGANZUELA;Choque contra obstáculo fijo;Despejado;Turismo;Conductor;MAYOR DE 74 AÑOS;Hombre;;
2019S000270;02/01/2019;12:30;AUTOV. M-30, +01400I;-;ARGANZUELA;Choque contra obstáculo fijo;Despejado;Turismo;Pasajero;DE 10 A 14 AÑOS;Mujer;;
2019S000785;02/01/2019;12:25;CALL. EZEQUIEL SOLANA;14;CIUDAD LINEAL;Atropello a persona;Despejado;Turismo;Conductor;DE 40 A 44 AÑOS;Mujer;14;
2019S000785;02/01/2019;12:25;CALL. EZEQUIEL SOLANA;14;CIUDAD LINEAL;Atropello a persona;Despejado;Turismo;Peatón;DE 35 A 39 AÑOS;Mujer;07;
2019S000771;02/01/2019;12:00;CALL. BRISTOL;14;SALAMANCA;Colisión lateral;Despejado;Turismo;Conductor;DE 21 A 24 AÑOS;Hombre;;
2019S000771;02/01/2019;12:00;CALL. BRISTOL;14;SALAMANCA;Colisión lateral;Despejado;Motocicleta > 125cc;Conductor;DE 60 A 64 AÑOS;Hombre;14;
2019S000053;02/01/2019;11:00;CARRETERA M-301, KM 1;-;VILLAVERDE;Colisión fronto-lateral;Despejado;Turismo;Conductor;DE 40 A 44 AÑOS;Hombre;01;
2019S000053;02/01/2019;11:00;CARRETERA M-301, KM 1;-;VILLAVERDE;Colisión fronto-lateral;Despejado;Turismo;Conductor;DE 25 A 29 AÑOS;Hombre;07;
2019S000053;02/01/2019;11:00;CARRETERA M-301, KM 1;-;VILLAVERDE;Colisión fronto-lateral;Despejado;Turismo;Pasajero;DE 21 A 24 AÑOS;Mujer;07;
2019S002794;02/01/2019;10:40;CMNO. VIEJO DEL CURA;100;HORTALEZA;Colisión fronto-lateral;Despejado;Turismo;Conductor;DE 65 A 69 AÑOS;Hombre;;
2019S002794;02/01/2019;10:40;CMNO. VIEJO DEL CURA;100;HORTALEZA;Colisión fronto-lateral;Despejado;Turismo;Conductor;DE 18 A 20 AÑOS;Hombre;;
2019S001222;02/01/2019;10:20;CALL. VIRGEN DE LLUC / CALL. FEDERICO GUTIERREZ;-;CIUDAD LINEAL;Atropello a persona;Despejado;Turismo;Conductor;DE 45 A 49 AÑOS;Hombre;14;
2019S001222;02/01/2019;10:20;CALL. VIRGEN DE LLUC / CALL. FEDERICO GUTIERREZ;-;CIUDAD LINEAL;Atropello a persona;Despejado;Turismo;Peatón;DE 40 A 44 AÑOS;Mujer;05;
2019S001222;02/01/2019;10:20;CALL. VIRGEN DE LLUC / CALL. FEDERICO GUTIERREZ;-;CIUDAD LINEAL;Atropello a persona;Despejado;Turismo;Pasajero;DE 30 A 34 AÑOS;Mujer;07;
2019S000127;02/01/2019;9:00;CALL. MARIA DE MOLINA / CALL. LOPEZ DE HOYOS;-;CHAMARTÍN;Caída;Despejado;Motocicleta > 125cc;Conductor;DE 45 A 49 AÑOS;Hombre;;
2019S001962;02/01/2019;8:15;CALL. FUENCARRAL;107;CENTRO;Choque contra obstáculo fijo;;Camión rígido;Conductor;DE 50 A 54 AÑOS;Hombre;;
2019S000046;02/01/2019;8:10;CTRA. VALDEMINGOMEZ / CMNO. POZUELO;-;VILLA DE VALLECAS;Choque contra obstáculo fijo;Se desconoce;Camión rígido;Conductor;DE 45 A 49 AÑOS;Hombre;01;
2019S000043;02/01/2019;7:55;CTRA. FUENCARRAL A ALCOBENDAS, KM 0,500;-;FUENCARRAL-EL PARDO;Alcance;Despejado;Turismo;Conductor;DE 25 A 29 AÑOS;Hombre;;
2019S000043;02/01/2019;7:55;CTRA. FUENCARRAL A ALCOBENDAS, KM 0,500;-;FUENCARRAL-EL PARDO;Alcance;Despejado;Turismo;Conductor;DE 35 A 39 AÑOS;Mujer;;
2019S000043;02/01/2019;7:55;CTRA. FUENCARRAL A ALCOBENDAS, KM 0,500;-;FUENCARRAL-EL PARDO;Alcance;Despejado;Turismo;Pasajero;DE 35 A 39 AÑOS;Hombre;;
2019S000288;02/01/2019;7:48;AUTOV. M-30, +01400E;-;USERA;Vuelco;Despejado;Turismo;Conductor;DE 21 A 24 AÑOS;Hombre;06;
2019S000976;02/01/2019;6:10;PASEO. CASTELLANA;255;TETUÁN;Caída;Despejado;Turismo;Conductor;DE 60 A 64 AÑOS;Hombre;;
2019S000976;02/01/2019;6:10;PASEO. CASTELLANA;255;TETUÁN;Caída;Despejado;Turismo;Conductor;DE 40 A 44 AÑOS;Hombre;;
2019S000976;02/01/2019;6:10;PASEO. CASTELLANA;255;TETUÁN;Caída;Despejado;Turismo;Conductor;DE 50 A 54 AÑOS;Hombre;;
2019S000139;03/01/2019;23:17;CALL. SAGASTA / CALL. FRANCISCO DE ROJAS;-;CHAMBERÍ;Colisión múltiple;Despejado;Motocicleta hasta 125cc;Conductor;DE 25 A 29 AÑOS;Hombre;;
2019S000139;03/01/2019;23:17;CALL. SAGASTA / CALL. FRANCISCO DE ROJAS;-;CHAMBERÍ;Colisión múltiple;Despejado;Turismo;Conductor;DE 40 A 44 AÑOS;Hombre;;
2019S000139;03/01/2019;23:17;CALL. SAGASTA / CALL. FRANCISCO DE ROJAS;-;CHAMBERÍ;Colisión múltiple;Despejado;Turismo;Pasajero;DE 30 A 34 AÑOS;Mujer;;
2019S000139;03/01/2019;23:17;CALL. SAGASTA / CALL. FRANCISCO DE ROJAS;-;CHAMBERÍ;Colisión múltiple;Despejado;Turismo;Conductor;DE 30 A 34 AÑOS;Hombre;;
2019S001060;03/01/2019;23:05;CALL. FUENTE CARRANTONA / AUTOV. M-23;-;MORATALAZ;Solo salida de la vía;Despejado;Turismo;Conductor;DE 21 A 24 AÑOS;Hombre;;
2019S000289;03/01/2019;22:55;CALL. JUAN ESPLANDIU;11;RETIRO;Alcance;Despejado;Turismo;Conductor;DE 40 A 44 AÑOS;Hombre;14;
2019S000289;03/01/2019;22:55;CALL. JUAN ESPLANDIU;11;RETIRO;Alcance;Despejado;Motocicleta hasta 125cc;Conductor;DE 40 A 44 AÑOS;Hombre;07;
2019S000876;03/01/2019;22:10;CALL. ALBERTO AGUILERA;3;CENTRO;Choque contra obstáculo fijo;Despejado;Motocicleta > 125cc;Conductor;DE 25 A 29 AÑOS;Hombre;02;
2019S003874;03/01/2019;21:30;AVDA. COMPLUTENSE;28;MONCLOA-ARAVACA;Alcance;;;Conductor;DESCONOCIDA;;;
2019S003874;03/01/2019;21:30;AVDA. COMPLUTENSE;28;MONCLOA-ARAVACA;Alcance;;Turismo;Conductor;DE 40 A 44 AÑOS;Hombre;;
2019S003874;03/01/2019;21:30;AVDA. COMPLUTENSE;28;MONCLOA-ARAVACA;Alcance;;Turismo;Pasajero;DE 35 A 39 AÑOS;Mujer;;
2019S002221;03/01/2019;21:00;CALL. VALENCIA;5;CENTRO;Atropello a animal;Despejado;Turismo;Conductor;DE 60 A 64 AÑOS;Hombre;14;
2019S000303;03/01/2019;20:50;CALL. VIA LUSITANA / AVDA. POBLADOS;-;CARABANCHEL;Colisión múltiple;Despejado;Turismo;Conductor;DE 35 A 39 AÑOS;Hombre;14;
2019S000303;03/01/2019;20:50;CALL. VIA LUSITANA / AVDA. POBLADOS;-;CARABANCHEL;Colisión múltiple;Despejado;Motocicleta > 125cc;Conductor;DE 30 A 34 AÑOS;Hombre;01;
2019S000193;03/01/2019;20:35;GTA. LOPEZ DE HOYOS;5;CHAMARTÍN;Caída;Despejado;Motocicleta > 125cc;Conductor;DE 40 A 44 AÑOS;Mujer;07;
2019S002255;03/01/2019;19:35;INCORPORACION M-30;-;USERA;Alcance;Despejado;Furgoneta;Conductor;DE 40 A 44 AÑOS;Hombre;02;
2019S002255;03/01/2019;19:35;INCORPORACION M-30;-;USERA;Alcance;Despejado;Turismo;Conductor;DESCONOCIDA;;14;
2019S001214;03/01/2019;19:25;CALL. ALCALA / CALL. JOSE ARCONES GIL;-;CIUDAD LINEAL;Caída;Despejado;Turismo;Conductor;DE 25 A 29 AÑOS;Mujer;14;
2019S001214;03/01/2019;19:25;CALL. ALCALA / CALL. JOSE ARCONES GIL;-;CIUDAD LINEAL;Caída;Despejado;Motocicleta > 125cc;Conductor;DE 25 A 29 AÑOS;Hombre;07;
2019S001371;03/01/2019;19:10;AUTOV. M-30, PK 6,600 CALZADA,1 LATERAL;-;SALAMANCA;Alcance;Despejado;Turismo;Conductor;DE 40 A 44 AÑOS;Hombre;;
2019S001371;03/01/2019;19:10;AUTOV. M-30, PK 6,600 CALZADA,1 LATERAL;-;SALAMANCA;Alcance;Despejado;Turismo;Conductor;DE 35 A 39 AÑOS;Mujer;;
2019S001371;03/01/2019;19:10;AUTOV. M-30, PK 6,600 CALZADA,1 LATERAL;-;SALAMANCA;Alcance;Despejado;Turismo;Pasajero;DE 35 A 39 AÑOS;Mujer;;
2019S001423;03/01/2019;19:00;AUTOV. M-30, PK 4200 CALZADA,1 LATERAL;-;CHAMARTÍN;Colisión múltiple;Despejado;Turismo;Conductor;DE 25 A 29 AÑOS;Mujer;07;
2019S001423;03/01/2019;19:00;AUTOV. M-30, PK 4200 CALZADA,1 LATERAL;-;CHAMARTÍN;Colisión múltiple;Despejado;Turismo;Conductor;DE 70 A 74 AÑOS;Hombre;14;
2019S001423;03/01/2019;19:00;AUTOV. M-30, PK 4200 CALZADA,1 LATERAL;-;CHAMARTÍN;Colisión múltiple;Despejado;Turismo;Conductor;MAYOR DE 74 AÑOS;Hombre;14;
2019S000118;03/01/2019;18:35;CALL. PLATA;7;VILLAVERDE;Colisión fronto-lateral;Despejado;Turismo;Conductor;DE 60 A 64 AÑOS;Hombre;;
2019S000118;03/01/2019;18:35;CALL. PLATA;7;VILLAVERDE;Colisión fronto-lateral;Despejado;Motocicleta > 125cc;Conductor;DE 45 A 49 AÑOS;Hombre;;
2019S000230;03/01/2019;18:15;CALL. CONDE DE PEÑALVER / CALL. JUAN BRAVO;-;SALAMANCA;Colisión fronto-lateral;;Motocicleta > 125cc;Conductor;DE 35 A 39 AÑOS;Mujer;;
2019S000230;03/01/2019;18:15;CALL. CONDE DE PEÑALVER / CALL. JUAN BRAVO;-;SALAMANCA;Colisión fronto-lateral;;Furgoneta;Conductor;DE 35 A 39 AÑOS;Hombre;;
2019S000230;03/01/2019;18:15;CALL. CONDE DE PEÑALVER / CALL. JUAN BRAVO;-;SALAMANCA;Colisión fronto-lateral;;Furgoneta;Pasajero;DE 45 A 49 AÑOS;Hombre;;
2019S000194;03/01/2019;17:50;CALL. CHAPARRAL;7;HORTALEZA;Choque contra obstáculo fijo;Despejado;Turismo;Conductor;DE 35 A 39 AÑOS;Hombre;;
2019S000194;03/01/2019;17:50;CALL. CHAPARRAL;7;HORTALEZA;Choque contra obstáculo fijo;Despejado;Turismo;Conductor;DE 30 A 34 AÑOS;Hombre;;
2019S001231;03/01/2019;17:45;AVDA. SAN LUIS / CALL. ARTURO SORIA;-;CIUDAD LINEAL;Colisión lateral;Despejado;Motocicleta hasta 125cc;Conductor;DE 55 A 59 AÑOS;Hombre;01;
2019S001231;03/01/2019;17:45;AVDA. SAN LUIS / CALL. ARTURO SORIA;-;CIUDAD LINEAL;Colisión lateral;Despejado;Turismo;Conductor;DE 45 A 49 AÑOS;Hombre;14;
2019S002866;03/01/2019;17:25;GRAN VIA, NUMERO 2;-;CENTRO;Colisión lateral;Despejado;Autobús;Conductor;DE 40 A 44 AÑOS;Hombre;;
2019S002866;03/01/2019;17:25;GRAN VIA, NUMERO 2;-;CENTRO;Colisión lateral;Despejado;Turismo;Conductor;DE 45 A 49 AÑOS;Hombre;;
2019S000087;03/01/2019;16:05;CALL. BAHIA DE CADIZ;13;BARAJAS;Colisión lateral;Despejado;Furgoneta;Conductor;DESCONOCIDA;;;
2019S000087;03/01/2019;16:05;CALL. BAHIA DE CADIZ;13;BARAJAS;Colisión lateral;Despejado;Furgoneta;Conductor;DESCONOCIDA;;;
2019S000192;03/01/2019;15:58;CALL. ALBERTO AGUILERA / CALL. BLASCO DE GARAY;-;CHAMBERÍ;Colisión fronto-lateral;Despejado;Turismo;Conductor;DE 40 A 44 AÑOS;Hombre;14;
2019S000192;03/01/2019;15:58;CALL. ALBERTO AGUILERA / CALL. BLASCO DE GARAY;-;CHAMBERÍ;Colisión fronto-lateral;Despejado;Turismo;Pasajero;DE 40 A 44 AÑOS;Mujer;14;
2019S000192;03/01/2019;15:58;CALL. ALBERTO AGUILERA / CALL. BLASCO DE GARAY;-;CHAMBERÍ;Colisión fronto-lateral;Despejado;Turismo;Pasajero;DE 6 A 9 AÑOS;Hombre;14;
2019S000192;03/01/2019;15:58;CALL. ALBERTO AGUILERA / CALL. BLASCO DE GARAY;-;CHAMBERÍ;Colisión fronto-lateral;Despejado;Turismo;Pasajero;DE 0 A 5 AÑOS;Hombre;14;
2019S000192;03/01/2019;15:58;CALL. ALBERTO AGUILERA / CALL. BLASCO DE GARAY;-;CHAMBERÍ;Colisión fronto-lateral;Despejado;Motocicleta > 125cc;Conductor;DE 45 A 49 AÑOS;Hombre;06;
2019S000133;03/01/2019;14:30;CALL. FELIPE ALVAREZ;10;VILLA DE VALLECAS;Alcance;Se desconoce;Turismo;Conductor;DE 60 A 64 AÑOS;Mujer;14;
2019S000133;03/01/2019;14:30;CALL. FELIPE ALVAREZ;10;VILLA DE VALLECAS;Alcance;Se desconoce;Bicicleta;Conductor;DE 15 A 17 AÑOS;Hombre;07;
2019S003138;03/01/2019;13:40;CALL. SIERRA DE MEIRA / CALL. DOCTOR SALGADO;-;PUENTE DE VALLECAS;Colisión fronto-lateral;Despejado;Turismo;Conductor;DE 35 A 39 AÑOS;Hombre;07;
2019S003138;03/01/2019;13:40;CALL. SIERRA DE MEIRA / CALL. DOCTOR SALGADO;-;PUENTE DE VALLECAS;Colisión fronto-lateral;Despejado;Turismo;Pasajero;DE 25 A 29 AÑOS;Mujer;14;
2019S003138;03/01/2019;13:40;CALL. SIERRA DE MEIRA / CALL. DOCTOR SALGADO;-;PUENTE DE VALLECAS;Colisión fronto-lateral;Despejado;Turismo;Pasajero;DE 0 A 5 AÑOS;Mujer;14;
2019S003138;03/01/2019;13:40;CALL. SIERRA DE MEIRA / CALL. DOCTOR SALGADO;-;PUENTE DE VALLECAS;Colisión fronto-lateral;Despejado;Motocicleta > 125cc;Conductor;DE 25 A 29 AÑOS;Mujer;07;
2019S000052;03/01/2019;13:30;AVDA. POBLADOS / CALL. EUGENIA DE MONTIJO;-;CARABANCHEL;Otro;Despejado;Camión rígido;Conductor;DE 45 A 49 AÑOS;Hombre;;
2019S000061;03/01/2019;13:25;CALL. MARIA TUBAU;26;FUENCARRAL-EL PARDO;Colisión fronto-lateral;Despejado;Turismo;Conductor;DE 40 A 44 AÑOS;Mujer;14;
2019S000061;03/01/2019;13:25;CALL. MARIA TUBAU;26;FUENCARRAL-EL PARDO;Colisión fronto-lateral;Despejado;Motocicleta > 125cc;Conductor;DE 30 A 34 AÑOS;Hombre;03;
2019S000061;03/01/2019;13:25;CALL. MARIA TUBAU;26;FUENCARRAL-EL PARDO;Colisión fronto-lateral;Despejado;Furgoneta;Conductor;DESCONOCIDA;;14;
2019S000141;03/01/2019;13:20;CTRA. FUENCARRAL A HORTALEZA;6;FUENCARRAL-EL PARDO;Colisión lateral;Despejado;Tractocamión;Conductor;DE 45 A 49 AÑOS;Hombre;;
2019S000141;03/01/2019;13:20;CTRA. FUENCARRAL A HORTALEZA;6;FUENCARRAL-EL PARDO;Colisión lateral;Despejado;Turismo;Conductor;DESCONOCIDA;;;
2019S000138;03/01/2019;13:10;CALLE GENERAL LOPEZ POZAS/APOLONIO MORALES;-;CHAMARTÍN;Colisión frontal;Despejado;Furgoneta;Conductor;DE 45 A 49 AÑOS;Mujer;14;
2019S000138;03/01/2019;13:10;CALLE GENERAL LOPEZ POZAS/APOLONIO MORALES;-;CHAMARTÍN;Colisión frontal;Despejado;Camión rígido;Conductor;DE 40 A 44 AÑOS;Hombre;07;
2019S000138;03/01/2019;13:10;CALLE GENERAL LOPEZ POZAS/APOLONIO MORALES;-;CHAMARTÍN;Colisión frontal;Despejado;Camión rígido;Pasajero;DE 55 A 59 AÑOS;Hombre;07;
2019S000132;03/01/2019;12:45;AVDA. SANTA EUGENIA / CALL. REAL DE ARGANDA;-;VILLA DE VALLECAS;Alcance;Despejado;Bicicleta;Conductor;DE 18 A 20 AÑOS;Hombre;07;
2019S000132;03/01/2019;12:45;AVDA. SANTA EUGENIA / CALL. REAL DE ARGANDA;-;VILLA DE VALLECAS;Alcance;Despejado;Bicicleta;Conductor;DE 21 A 24 AÑOS;Hombre;14;
2019S000126;03/01/2019;12:30;CALL. CUARENTA Y DOS MERCAMADRID NUM 4;-;VILLA DE VALLECAS;Colisión lateral;;Maquinaria de obras;Conductor;DE 40 A 44 AÑOS;Hombre;;
2019S000126;03/01/2019;12:30;CALL. CUARENTA Y DOS MERCAMADRID NUM 4;-;VILLA DE VALLECAS;Colisión lateral;;Tractocamión;Conductor;DE 25 A 29 AÑOS;Hombre;;
2019S000729;03/01/2019;11:55;AUTOV. M-30, +00500E;-;CIUDAD LINEAL;Colisión fronto-lateral;Despejado;Turismo;Conductor;DE 65 A 69 AÑOS;Hombre;;
2019S000729;03/01/2019;11:55;AUTOV. M-30, +00500E;-;CIUDAD LINEAL;Colisión fronto-lateral;Despejado;Tractocamión;Conductor;DE 45 A 49 AÑOS;Hombre;;
2019S001618;03/01/2019;10:35;CALL. HERMANOS BECQUER;3;SALAMANCA;Caída;Despejado;Autobús;Conductor;DE 40 A 44 AÑOS;Hombre;14;
2019S001618;03/01/2019;10:35;CALL. HERMANOS BECQUER;3;SALAMANCA;Caída;Despejado;Autobús;Pasajero;DE 70 A 74 AÑOS;Mujer;01;
