node_name_voltage,pss_number,substation_code,electrical_system,autonomous_community,possible_connection_transport,possible_connection_distribution,possible_connection_overall,wscr_nodal_capacity_mw,wscr_nodal_margin_mw,wscr_limiting_criterion,static_generation_nodal_capacity_mw,static_generation_zone,static_generation_nodal_margin_mw,static_generation_zonal_margin_mw,static_generation_limiting_scope,static_storage_nodal_capacity_mw,static_storage_zone,static_storage_nodal_margin_mw,static_storage_zonal_margin_mw,static_storage_limiting_scope
LA SECUITA 400,13041,51336,SEPE,Cataluña,NO,NO,NO,693,693,WSCR_Nudo,1339,E262_SEPE,1339,1339,Est_Gen_Nudo/Est_Gen_Zona,2382,E262_SEPE,2382,2382,Est_Alm_Nudo/Est_Alm_Zona
LA SECUITA 220,23293,51336,SEPE,Cataluña,NO,NO,NO,715,715,WSCR_Nudo,795,E262_SEPE,795,1339,Est_Gen_Nudo,1652,E262_SEPE,1652,2382,Est_Alm_Nudo
LA SELVA 220,23015,50306,SEPE,Cataluña,NO,SI,SI,545,504,WSCR_Nudo,1272,N/A,1208,N/A,Est_Gen_Nudo,1350,N/A,1277,N/A,Est_Alm_Nudo
LA SOLANA 220,24096,50307,SEPE,Castilla-La Mancha,SI,SI,SI,259,0,WSCR_Nudo,430,E19_SEPE,65,65,Est_Gen_Nudo/Est_Gen_Zona,491,E19_SEPE,72,76,Est_Alm_Nudo
LA TORRECILLA 220,24302,50308,SEPE,Comunidad de Madrid,SI,NO,SI,888,628,WSCR_Nudo,162,N/A,4,N/A,Est_Gen_Nudo,288,N/A,4,N/A,Est_Alm_Nudo
LADA 400,11035,50309,SEPE,Principado de Asturias,SI,SI,SI,1643,1643,WSCR_Nudo,1728,E281_SEPE,1709,2730,Est_Gen_Nudo,1888,E281_SEPE,1825,4837,Est_Alm_Nudo
LAGUARDIA 220,22096,50310,SEPE,País Vasco,SI,NO,SI,250,51,WSCR_Nudo,500,E194_SEPE,301,838,Est_Gen_Nudo,601,E194_SEPE,402,1083,Est_Alm_Nudo
LANCHA 220,25100,50311,SEPE,Andalucía,SI,SI,SI,397,389,WSCR_Nudo,838,N/A,233,N/A,Est_Gen_Nudo,1183,N/A,578,N/A,Est_Alm_Nudo
LANZAS AGUDAS 220,23131,50312,SEPE,Aragón,NO,SI,SI,291,169,WSCR_Nudo,817,N/A,634,N/A,Est_Gen_Nudo,913,N/A,731,N/A,Est_Alm_Nudo
LAS ARROYADAS 220,22026,50313,SEPE,Castilla y León,SI,SI,SI,428,248,WSCR_Nudo,410,N/A,146,N/A,Est_Gen_Nudo,525,N/A,261,N/A,Est_Alm_Nudo
LAS BREÑAS 66,39510,50739,SEC,Canarias,SI,SI,SI,0,0,WSCR_Nudo,32,N/A,32,N/A,Est_Gen_Nudo,32,N/A,32,N/A,Est_Alm_Nudo
LAS MAZORRAS 220,22102,50314,SEPE,Castilla y León,SI,SI,SI,67,0,WSCR_Nudo,270,E12_SEPE,62,291,Est_Gen_Nudo,274,E12_SEPE,66,405,Est_Alm_Nudo
LAS PALMAS OESTE (LAS CANTERAS) 66,39096,52083,SEC,Canarias,NO,SI,SI,84,84,WSCR_Nudo,111,N/A,111,N/A,Est_Gen_Nudo,114,N/A,114,N/A,Est_Alm_Nudo
LAS ROSAS 220,29313,52071,SEC,Canarias,SI,NO,SI,121,121,WSCR_Nudo,263,E11_SEC,263,263,Est_Gen_Nudo/Est_Gen_Zona,305,E11_SEC,305,305,Est_Alm_Nudo/Est_Alm_Zona
LAS ROSAS 66,39313,52071,SEC,Canarias,NO,NO,NO,74,74,WSCR_Nudo,126,E11_SEC,126,263,Est_Gen_Nudo,148,E11_SEC,148,305,Est_Alm_Nudo
LASTRAS 400,14065,50315,SEPE,Castilla y León,SI,SI,SI,597,260,WSCR_Nudo,1228,E182_SEPE,601,1809,Est_Gen_Nudo,1423,E182_SEPE,796,2776,Est_Alm_Nudo
LEGANES 220,24150,50316,SEPE,Comunidad de Madrid,SI,SI,SI,1023,543,WSCR_Nudo,686,N/A,206,N/A,Est_Gen_Nudo,775,N/A,295,N/A,Est_Alm_Nudo
LES CORTS 220,23132,50317,SEPE,Cataluña,NO,SI,SI,308,308,WSCR_Nudo,420,E31_SEPE,420,643,Est_Gen_Nudo,422,E31_SEPE,422,727,Est_Alm_Nudo
LITORAL 400,15020,50318,SEPE,Andalucía,SI,SI,SI,812,746,WSCR_Nudo,3267,N/A,2453,N/A,Est_Gen_Nudo,3866,N/A,3052,N/A,Est_Alm_Nudo
LLATZER 66,39795,50319,SEB,Islas Baleares,NO,SI,SI,62,4,WSCR_Nudo,190,E16_SEB,128,559,Est_Gen_Nudo,192,E16_SEB,128,559,Est_Alm_Nudo
LLAVORSI 220,23135,50320,SEPE,Cataluña,NO,SI,SI,129,129,WSCR_Nudo,332,"E209_SEPE, E30_SEPE",-507,-553,Est_Gen_Nudo/Est_Gen_Zona,410,"E209_SEPE, E30_SEPE",-507,-524,Est_Alm_Nudo/Est_Alm_Zona
LLUBI 220,29795,50321,SEB,Islas Baleares,NO,NO,NO,56,56,WSCR_Nudo,295,E06_SEB,295,311,Est_Gen_Nudo,395,E06_SEB,395,421,Est_Alm_Nudo
LLUBI 66,39800,50321,SEB,Islas Baleares,NO,NO,NO,113,113,WSCR_Nudo,271,E06_SEB,271,311,Est_Gen_Nudo,332,E06_SEB,332,421,Est_Alm_Nudo
LLUCMAJOR 66,39805,50322,SEB,Islas Baleares,NO,SI,SI,78,55,WSCR_Nudo,175,N/A,125,N/A,Est_Gen_Nudo,209,N/A,159,N/A,Est_Alm_Nudo
LOECHES 400,14070,50323,SEPE,Comunidad de Madrid,SI,NO,SI,1999,1091,WSCR_Nudo,766,"E125_SEPE, E126_SEPE",-142,-527,Est_Gen_Nudo/Est_Gen_Zona,922,"E125_SEPE, E126_SEPE",15,-371,Est_Alm_Zona
LOECHES 220,24155,50323,SEPE,Comunidad de Madrid,NO,SI,SI,195,192,WSCR_Nudo,417,"E125_SEPE, E160_SEPE_Bin, E43_SEPE",31,-527,Est_Gen_Zona,498,"E125_SEPE, E160_SEPE_Bin, E43_SEPE",112,-371,Est_Alm_Zona
LOECHES (LOECHES B) 220,64155,50323,SEPE,Comunidad de Madrid,NO,NO,NO,374,374,WSCR_Zona,621,"E126_SEPE, E160_SEPE_Bin, E44_SEPE",621,220,Est_Gen_Zona,641,"E126_SEPE, E160_SEPE_Bin, E44_SEPE",641,387,Est_Alm_Zona
LOGROÑO 220,22105,50324,SEPE,La Rioja,NO,SI,SI,178,137,WSCR_Nudo,571,E194_SEPE,478,838,Est_Gen_Nudo,775,E194_SEPE,682,1083,Est_Alm_Nudo
LOMBA 400,11025,50325,SEPE,Castilla y León,NO,NO,NO,1211,1211,WSCR_Nudo,1104,E75_SEPE,1104,1741,Est_Gen_Nudo,1261,E75_SEPE,1261,1984,Est_Alm_Nudo
LOMBA 220,21060,50325,SEPE,Castilla y León,SI,NO,SI,707,707,WSCR_Nudo,1254,"E329_SEPE, E75_SEPE",1254,1584,Est_Gen_Nudo,1291,"E329_SEPE, E75_SEPE",1291,1727,Est_Alm_Nudo
LOMO APOLINARIO 66,39100,50326,SEC,Canarias,NO,SI,SI,103,69,WSCR_Nudo,142,N/A,120,N/A,Est_Gen_Nudo,154,N/A,120,N/A,Est_Alm_Nudo
LOMO MASPALOMAS 66,39110,50327,SEC,Canarias,NO,SI,SI,87,69,WSCR_Nudo,59,N/A,27,N/A,Est_Gen_Nudo,69,N/A,36,N/A,Est_Alm_Nudo
LOS ARENALES 220,24143,50740,SEPE,Extremadura,SI,SI,SI,408,196,WSCR_Nudo,585,E326_SEPE,373,117,Est_Gen_Zona,758,E326_SEPE,546,289,Est_Alm_Zona
LOS BARRIOS 220,25030,50328,SEPE,Andalucía,NO,SI,SI,28,-7,WSCR_Nudo,781,"E146_SEPE_Bin, E40_SEPE, E47_SEPE",758,1063,Est_Gen_Nudo,808,"E146_SEPE_Bin, E40_SEPE, E47_SEPE",758,1063,Est_Alm_Nudo
LOS LEONES 220,23134,50329,SEPE,Aragón,SI,SI,SI,331,10,WSCR_Nudo,763,E22_SEPE,333,-105,Est_Gen_Zona,790,E22_SEPE,360,-66,Est_Alm_Zona
LOS MONTES 220,25090,50330,SEPE,Andalucía,SI,SI,SI,405,385,WSCR_Nudo,400,N/A,216,N/A,Est_Gen_Nudo,426,N/A,216,N/A,Est_Alm_Nudo
LOS OLIVOS 66,39315,50410,SEC,Canarias,NO,SI,SI,43,28,WSCR_Nudo,232,N/A,218,N/A,Est_Gen_Nudo,242,N/A,218,N/A,Est_Alm_Nudo
LOS RAMOS 220,25110,50331,SEPE,Andalucía,SI,SI,SI,605,347,WSCR_Nudo,926,N/A,0,N/A,Est_Gen_Nudo,975,N/A,0,N/A,Est_Alm_Nudo
LOS REALEJOS 66,39345,50332,SEC,Canarias,NO,SI,SI,73,25,WSCR_Nudo,87,N/A,40,N/A,Est_Gen_Nudo,88,N/A,40,N/A,Est_Alm_Nudo
LOS VIENTOS 220,23133,50333,SEPE,Aragón,SI,SI,SI,734,-81,WSCR_Nudo,1555,N/A,447,N/A,Est_Gen_Nudo,1688,N/A,579,N/A,Est_Alm_Nudo
LOURIZAN 220,21062,50334,SEPE,Galicia,NO,SI,SI,102,80,WSCR_Nudo,262,"E245_SEPE, E4_SEPE",207,227,Est_Gen_Nudo,474,"E245_SEPE, E4_SEPE",415,461,Est_Alm_Nudo
LOUSAME 220,21061,50741,SEPE,Galicia,SI,NO,SI,274,35,WSCR_Nudo,574,"E3_SEPE, E330_SEPE",383,0,Est_Gen_Zona,626,"E3_SEPE, E330_SEPE",386,0,Est_Alm_Zona
LUBIAN 220,21063,50335,SEPE,Castilla y León,SI,NO,SI,215,1,WSCR_Nudo,218,E176_SEPE,5,428,Est_Gen_Nudo,229,E176_SEPE,15,562,Est_Alm_Nudo
LUCERO 220,24160,50336,SEPE,Comunidad de Madrid,SI,SI,SI,944,725,WSCR_Nudo,310,N/A,90,N/A,Est_Gen_Nudo,379,N/A,159,N/A,Est_Alm_Nudo
LUDRIO 400,11006,50337,SEPE,Galicia,SI,SI,SI,547,251,WSCR_Nudo,1827,N/A,508,N/A,Est_Gen_Nudo,1998,N/A,679,N/A,Est_Alm_Nudo
LUENGOS 400,11037,50338,SEPE,Castilla y León,SI,NO,SI,822,360,WSCR_Nudo,1249,N/A,787,N/A,Est_Gen_Nudo,1441,N/A,979,N/A,Est_Alm_Nudo
LUMINABASO 220,22106,50742,SEPE,País Vasco,NO,NO,NO,448,448,WSCR_Nudo,361,E282_SEPE,361,361,Est_Gen_Nudo/Est_Gen_Zona,435,E282_SEPE,435,481,Est_Alm_Nudo
MACHER 66,39420,50339,SEC,Canarias,NO,SI,SI,32,32,WSCR_Nudo,118,N/A,108,N/A,Est_Gen_Nudo,122,N/A,112,N/A,Est_Alm_Nudo
MACIÑEIRA 400,11043,51434,SEPE,Galicia,SI,NO,SI,164,164,WSCR_Nudo,1496,E354_SEPE,1496,1496,Est_Gen_Nudo/Est_Gen_Zona,1673,E354_SEPE,1673,1673,Est_Alm_Nudo/Est_Alm_Zona
MADRIDEJOS 220,24165,50340,SEPE,Castilla-La Mancha,NO,SI,SI,137,129,WSCR_Nudo,608,"E17_SEPE, E210_SEPE",345,91,Est_Gen_Zona,899,"E17_SEPE, E210_SEPE",635,277,Est_Alm_Zona
MAGALLON 400,13028,50341,SEPE,Aragón,SI,NO,SI,1418,823,WSCR_Nudo,1880,E65_SEPE,1285,446,Est_Gen_Zona,2704,E65_SEPE,2109,1270,Est_Alm_Zona
MAGALLON 220,23142,50341,SEPE,Aragón,SI,SI,SI,861,120,WSCR_Nudo,1867,E65_SEPE,1028,446,Est_Gen_Zona,2683,E65_SEPE,1844,1270,Est_Alm_Zona
MAGAÑA 220,22103,50743,SEPE,Castilla y León,NO,NO,NO,0,0,WSCR_Nudo,1061,E13_SEPE,1061,682,Est_Gen_Zona,1236,E13_SEPE,1236,828,Est_Alm_Zona
MAGUILLA 400,15075,52074,SEPE,Extremadura,SI,NO,SI,649,649,WSCR_Nudo,977,N/A,977,N/A,Est_Gen_Nudo,1290,N/A,1290,N/A,Est_Alm_Nudo
MAHON 132,29966,50342,SEB,Islas Baleares,SI,NO,SI,0,0,WSCR_Nudo,118,E30_SEB,68,-93,Est_Gen_Zona,127,E30_SEB,77,-84,Est_Alm_Zona
MAIALS 400,13066,50343,SEPE,Cataluña,SI,NO,SI,605,122,WSCR_Nudo,2220,N/A,1736,N/A,Est_Gen_Nudo,2240,N/A,1756,N/A,Est_Alm_Nudo
MAJADAHONDA 220,24170,50344,SEPE,Comunidad de Madrid,NO,SI,SI,839,839,WSCR_Nudo,880,N/A,856,N/A,Est_Gen_Nudo,970,N/A,945,N/A,Est_Alm_Nudo
MANACOR 66,39810,50345,SEB,Islas Baleares,NO,SI,SI,26,5,WSCR_Nudo,157,N/A,80,N/A,Est_Gen_Nudo,169,N/A,90,N/A,Est_Alm_Nudo
MANCHEGA 400,14081,52077,SEPE,Castilla-La Mancha,SI,SI,SI,667,667,WSCR_Nudo,3968,E322_SEPE,3968,3104,Est_Gen_Zona,3978,E322_SEPE,3978,3114,Est_Alm_Zona
MANGRANERS 220,23140,50346,SEPE,Cataluña,SI,SI,SI,624,466,WSCR_Nudo,1294,E299_SEPE,889,1297,Est_Gen_Nudo,1438,E299_SEPE,1033,1602,Est_Alm_Nudo
MANUEL BECERRA 220,24171,UFD-50397,SEPE,Comunidad de Madrid,NO,SI,SI,885,885,WSCR_Nudo,605,N/A,605,N/A,Est_Gen_Nudo,712,N/A,712,N/A,Est_Alm_Nudo
MANUEL CRUZ 66,39325,50347,SEC,Canarias,NO,SI,SI,64,54,WSCR_Nudo,106,N/A,99,N/A,Est_Gen_Nudo,109,N/A,99,N/A,Est_Alm_Nudo
MANZANARES 400,14059,50348,SEPE,Castilla-La Mancha,SI,NO,SI,1010,669,WSCR_Nudo,2284,"E304_SEPE, E82_SEPE",1943,2211,Est_Gen_Nudo,2605,"E304_SEPE, E82_SEPE",2264,2585,Est_Alm_Nudo
MANZANARES 220,24169,50348,SEPE,Castilla-La Mancha,SI,NO,SI,412,127,WSCR_Nudo,973,"E18_SEPE, E82_SEPE",588,235,Est_Gen_Zona,1062,"E18_SEPE, E82_SEPE",678,340,Est_Alm_Zona
MARAGALL 220,23150,50349,SEPE,Cataluña,NO,SI,SI,122,122,WSCR_Nudo,1162,N/A,1162,N/A,Est_Gen_Nudo,1197,N/A,1197,N/A,Est_Alm_Nudo
MARIA 220,23151,50350,SEPE,Aragón,SI,NO,SI,710,200,WSCR_Nudo,2800,N/A,2290,N/A,Est_Gen_Nudo,2849,N/A,2339,N/A,Est_Alm_Nudo
MARRATXI 66,39815,50351,SEB,Islas Baleares,NO,SI,SI,77,41,WSCR_Nudo,130,E17_SEB_BIN,86,65,Est_Gen_Zona,162,E17_SEB_BIN,109,131,Est_Alm_Nudo
MARRATXI (MARRATXI B) 66,79815,50351,SEB,Islas Baleares,NO,NO,NO,131,131,WSCR_Nudo,76,E17_SEB_BIN,76,65,Est_Gen_Zona,100,E17_SEB_BIN,100,131,Est_Alm_Nudo
MARZAGAN 66,39115,50353,SEC,Canarias,NO,SI,SI,95,70,WSCR_Nudo,63,E09_SEC,38,67,Est_Gen_Nudo,69,E09_SEC,38,67,Est_Alm_Nudo
MAS FIGUERES 220,23145,50354,SEPE,Cataluña,NO,SI,SI,618,618,WSCR_Nudo,475,N/A,464,N/A,Est_Gen_Nudo,552,N/A,541,N/A,Est_Alm_Nudo
MASDENVERGE 400,13053,51202,SEPE,Cataluña,NO,SI,SI,698,698,WSCR_Nudo,1917,N/A,1917,N/A,Est_Gen_Nudo,2314,N/A,2314,N/A,Est_Alm_Nudo
MATA 220,23153,50355,SEPE,Cataluña,NO,SI,SI,66,66,WSCR_Nudo,763,E289_SEPE,763,763,Est_Gen_Nudo/Est_Gen_Zona,871,E289_SEPE,871,1449,Est_Alm_Nudo
MATAPORQUERA 220,21065,50356,SEPE,Cantabria,NO,SI,SI,398,202,WSCR_Nudo,403,E180_SEPE,2,996,Est_Gen_Nudo,451,E180_SEPE,40,1231,Est_Alm_Nudo
MATAS BLANCAS 132,29425,50357,SEC,Canarias,SI,NO,SI,13,0,WSCR_Nudo,202,E24_SEC,189,178,Est_Gen_Zona,210,E24_SEC,197,185,Est_Alm_Zona
MATAS BLANCAS 66,39425,50357,SEC,Canarias,NO,SI,SI,10,0,WSCR_Nudo,98,E24_SEC,87,178,Est_Gen_Nudo,102,E24_SEC,90,185,Est_Alm_Nudo
MATORRAL 66,39125,50358,SEC,Canarias,SI,SI,SI,116,-3,WSCR_Nudo,94,N/A,-42,N/A,Est_Gen_Nudo,100,N/A,-37,N/A,Est_Alm_Nudo
MAZARICOS 220,21250,50359,SEPE,Galicia,NO,SI,SI,241,95,WSCR_Nudo,808,E330_SEPE,501,0,Est_Gen_Zona,930,E330_SEPE,623,0,Est_Alm_Zona
MAZARREDO 220,24173,UFD-50411,SEPE,Comunidad de Madrid,NO,SI,SI,885,885,WSCR_Nudo,353,N/A,353,N/A,Est_Gen_Nudo,613,N/A,613,N/A,Est_Alm_Nudo
MECO 220,24175,50360,SEPE,Comunidad de Madrid,NO,SI,SI,329,0,WSCR_Nudo,722,"E292_SEPE, E346_SEPE",105,-127,Est_Gen_Zona,833,"E292_SEPE, E346_SEPE",216,210,Est_Alm_Zona
MEDIANO 220,23155,50361,SEPE,Aragón,SI,NO,SI,317,268,WSCR_Nudo,500,E200_SEPE,433,203,Est_Gen_Zona,556,E200_SEPE,441,209,Est_Alm_Zona
MEDINA DEL CAMPO 220,22110,50362,SEPE,Castilla y León,SI,SI,SI,157,-46,WSCR_Nudo,479,E15_SEPE,-16,-13,Est_Gen_Nudo/Est_Gen_Zona,483,E15_SEPE,-12,122,Est_Alm_Nudo
MEDINACELI 400,13029,50363,SEPE,Castilla y León,SI,NO,SI,630,31,WSCR_Nudo,1772,E201_SEPE,1173,1877,Est_Gen_Nudo,2007,E201_SEPE,1408,3655,Est_Alm_Nudo
MEDIODIA 220,24172,UFD-50416,SEPE,Comunidad de Madrid,NO,SI,SI,829,829,WSCR_Nudo,372,E198_SEPE,371,384,Est_Gen_Nudo,623,E198_SEPE,622,862,Est_Alm_Nudo
MEIRAMA 220,21070,50364,SEPE,Galicia,SI,SI,SI,179,-46,WSCR_Nudo,749,E244_SEPE,447,364,Est_Gen_Zona,778,E244_SEPE,461,364,Est_Alm_Zona
MELANCOLICOS 220,24176,50365,SEPE,Comunidad de Madrid,NO,SI,SI,939,939,WSCR_Nudo,988,N/A,988,N/A,Est_Gen_Nudo,1062,N/A,1062,N/A,Est_Alm_Nudo
MEQUINENZA 400,13030,50366,SEPE,Aragón,NO,NO,NO,705,705,WSCR_Nudo,633,E66_SEPE,633,260,Est_Gen_Zona,821,E66_SEPE,821,448,Est_Alm_Zona
MEQUINENZA 220,23160,50366,SEPE,Aragón,SI,SI,SI,564,543,WSCR_Nudo,505,E66_SEPE,132,260,Est_Gen_Nudo,648,E66_SEPE,275,448,Est_Alm_Nudo
MERCADAL 132,29975,50367,SEB,Islas Baleares,SI,SI,SI,65,24,WSCR_Nudo,118,E30_SEB,67,-93,Est_Gen_Zona,127,E30_SEB,76,-84,Est_Alm_Zona
MERCEDES BENZ 220,22107,50368,SEPE,País Vasco,NO,NO,NO,209,209,WSCR_Nudo,543,"E195_SEPE, E335_SEPE",543,464,Est_Gen_Zona,611,"E195_SEPE, E335_SEPE",611,731,Est_Alm_Nudo
MERIDA 220,25115,50369,SEPE,Extremadura,NO,SI,SI,356,310,WSCR_Nudo,834,N/A,389,N/A,Est_Gen_Nudo,897,N/A,453,N/A,Est_Alm_Nudo
MESON D.V. 400,11040,50370,SEPE,Galicia,SI,NO,SI,809,809,WSCR_Nudo,2185,E116_SEPE,2165,1718,Est_Gen_Zona,2756,E116_SEPE,2736,2293,Est_Alm_Zona
MESON D.V. 220,21075,50370,SEPE,Galicia,SI,SI,SI,381,-54,WSCR_Nudo,1603,"E116_SEPE, E2_SEPE",1156,1048,Est_Gen_Zona,2060,"E116_SEPE, E2_SEPE",1613,1510,Est_Alm_Zona
MEZQUITA 400,13021,50371,SEPE,Aragón,SI,NO,SI,1243,758,WSCR_Nudo,2866,E61_SEPE,2381,2038,Est_Gen_Zona,3242,E61_SEPE,2757,2364,Est_Alm_Zona
MEZQUITA 220,23162,50371,SEPE,Aragón,SI,NO,SI,471,78,WSCR_Nudo,631,"E23_SEPE, E61_SEPE",274,39,Est_Gen_Zona,667,"E23_SEPE, E61_SEPE",274,47,Est_Alm_Zona
MINGLANILLA 400,14078,50372,SEPE,Castilla-La Mancha,SI,SI,SI,1573,639,WSCR_Nudo,3055,N/A,2121,N/A,Est_Gen_Nudo,4417,N/A,3483,N/A,Est_Alm_Nudo
MIRABAL 220,25096,50799,SEPE,Andalucía,SI,SI,SI,317,217,WSCR_Nudo,439,N/A,251,N/A,Est_Gen_Nudo,507,N/A,319,N/A,Est_Alm_Nudo
MIRANDA DE EBRO 220,22112,50373,SEPE,Castilla y León,SI,SI,SI,372,250,WSCR_Nudo,314,E194_SEPE,198,838,Est_Gen_Nudo,497,E194_SEPE,282,1083,Est_Alm_Nudo
MIRASIERRA 220,24178,50374,SEPE,Comunidad de Madrid,NO,SI,SI,761,761,WSCR_Nudo,541,N/A,536,N/A,Est_Gen_Nudo,623,N/A,618,N/A,Est_Alm_Nudo
MOGAN 66,39135,52084,SEC,Canarias,NO,SI,SI,12,12,WSCR_Nudo,121,E07_SEC,121,68,Est_Gen_Zona,122,E07_SEC,122,68,Est_Alm_Zona
MOLINES 66,39831,50375,SEB,Islas Baleares,NO,SI,SI,59,0,WSCR_Nudo,91,N/A,58,N/A,Est_Gen_Nudo,117,N/A,58,N/A,Est_Alm_Nudo
MONCAYO 220,23168,50376,SEPE,Castilla y León,SI,SI,SI,555,280,WSCR_Nudo,558,E338_SEPE,243,324,Est_Gen_Nudo,561,E338_SEPE,246,417,Est_Alm_Nudo
MONTALBANEJO 400,14200,52079,SEPE,Castilla-La Mancha,SI,NO,SI,638,638,WSCR_Nudo,2412,E322_SEPE,2412,3104,Est_Gen_Nudo,3108,E322_SEPE,3108,3114,Est_Alm_Nudo
MONTBLANC 220,23172,50378,SEPE,Cataluña,NO,SI,SI,159,122,WSCR_Nudo,1050,N/A,1004,N/A,Est_Gen_Nudo,1126,N/A,1080,N/A,Est_Alm_Nudo
MONTEARENAS 400,11045,50379,SEPE,Castilla y León,SI,NO,SI,1490,1074,WSCR_Nudo,1933,E76_SEPE,1185,1184,Est_Gen_Zona,2136,E76_SEPE,1185,1184,Est_Alm_Zona
MONTEARENAS 220,21085,50379,SEPE,Castilla y León,SI,NO,SI,852,667,WSCR_Nudo,1677,"E5_SEPE, E76_SEPE",1492,1184,Est_Gen_Zona,1795,"E5_SEPE, E76_SEPE",1611,1184,Est_Alm_Zona
MONTEBELLO 220,24192,50380,SEPE,Comunidad Valenciana,NO,SI,SI,318,313,WSCR_Nudo,1191,E37_SEPE,1183,1236,Est_Gen_Nudo,1203,E37_SEPE,1196,1541,Est_Alm_Nudo
MONTECILLO BAJO 220,25102,50381,SEPE,Andalucía,NO,NO,NO,167,167,WSCR_Nudo,364,E191_SEPE,364,920,Est_Gen_Nudo,411,E191_SEPE,411,1785,Est_Alm_Nudo
MONTESA 400,14079,51299,SEPE,Comunidad Valenciana,SI,NO,SI,869,869,WSCR_Nudo,1998,N/A,1998,N/A,Est_Gen_Nudo,2471,N/A,2471,N/A,Est_Alm_Nudo
MONTETORRERO 220,23175,50382,SEPE,Aragón,NO,SI,SI,275,23,WSCR_Nudo,2200,N/A,1371,N/A,Est_Gen_Nudo,2346,N/A,1516,N/A,Est_Alm_Nudo
MONTOUTO 220,21087,50383,SEPE,Galicia,SI,NO,SI,237,169,WSCR_Nudo,494,E280_SEPE,426,27,Est_Gen_Zona,505,E280_SEPE,437,27,Est_Alm_Zona
MONZON 220,23180,50384,SEPE,Aragón,NO,SI,SI,360,205,WSCR_Nudo,554,N/A,106,N/A,Est_Gen_Nudo,606,N/A,159,N/A,Est_Alm_Nudo
MORA 220,24177,50385,SEPE,Castilla-La Mancha,NO,NO,NO,222,222,WSCR_Nudo,331,E211_SEPE,331,401,Est_Gen_Nudo,451,E211_SEPE,451,556,Est_Alm_Nudo
MORALEJA 400,14080,50386,SEPE,Comunidad de Madrid,SI,NO,SI,1398,1238,WSCR_Nudo,1094,E127_SEPE,934,382,Est_Gen_Zona,1237,E127_SEPE,1077,525,Est_Alm_Zona
MORALEJA 220,24180,50386,SEPE,Comunidad de Madrid,SI,SI,SI,1144,674,WSCR_Nudo,686,E127_SEPE,135,382,Est_Gen_Nudo,789,E127_SEPE,237,525,Est_Alm_Nudo
MORALETS 220,23190,50387,SEPE,Cataluña,SI,NO,SI,267,267,WSCR_Nudo,254,E26_SEPE,174,-15,Est_Gen_Zona,396,E26_SEPE,174,-15,Est_Alm_Zona
MORATA 400,14085,50388,SEPE,Comunidad de Madrid,SI,NO,SI,1958,1521,WSCR_Nudo,1040,E128_SEPE,604,301,Est_Gen_Zona,3673,E128_SEPE,3237,2868,Est_Alm_Zona
MORATA 220,24185,50388,SEPE,Comunidad de Madrid,SI,SI,SI,1071,702,WSCR_Nudo,841,E128_SEPE,473,301,Est_Gen_Zona,1048,E128_SEPE,680,2868,Est_Alm_Nudo
MORELLA 400,14072,50389,SEPE,Comunidad Valenciana,SI,NO,SI,1343,-38,WSCR_Nudo,4911,N/A,3522,N/A,Est_Gen_Nudo,6107,N/A,4718,N/A,Est_Alm_Nudo
MORERUELA 400,12069,52066,SEPE,Castilla y León,SI,NO,SI,670,620,WSCR_Nudo,1535,N/A,1485,N/A,Est_Gen_Nudo,1806,N/A,1756,N/A,Est_Alm_Nudo
MORVEDRE 400,14096,50390,SEPE,Comunidad Valenciana,SI,NO,SI,848,848,WSCR_Nudo,1939,E107_SEPE,771,769,Est_Gen_Zona,2510,E107_SEPE,1342,1339,Est_Alm_Zona
MORVEDRE B 220,24222,50390,SEPE,Comunidad Valenciana,SI,SI,SI,320,318,WSCR_Nudo,760,E107_SEPE,758,769,Est_Gen_Nudo,840,E107_SEPE,838,1339,Est_Alm_Nudo
MOTORS 220,23191,50392,SEPE,Cataluña,NO,SI,SI,711,661,WSCR_Nudo,594,N/A,583,N/A,Est_Gen_Nudo,654,N/A,593,N/A,Est_Alm_Nudo
MUDARRA 400,12065,50393,SEPE,Castilla y León,SI,NO,SI,1416,245,WSCR_Nudo,2447,E79_SEPE,1275,672,Est_Gen_Zona,2541,E79_SEPE,1370,766,Est_Alm_Zona
MUDARRA 220,22127,50393,SEPE,Castilla y León,SI,SI,SI,584,0,WSCR_Nudo,1216,E79_SEPE,612,672,Est_Gen_Nudo,1312,E79_SEPE,708,766,Est_Alm_Nudo
MUDARRITA 220,22125,50394,SEPE,Castilla y León,NO,NO,NO,25,25,WSCR_Nudo,847,N/A,847,N/A,Est_Gen_Nudo,915,N/A,915,N/A,Est_Alm_Nudo
MUDEJAR 400,13064,50395,SEPE,Aragón,SI,NO,SI,1834,-200,WSCR_Nudo,3096,N/A,1062,N/A,Est_Gen_Nudo,3497,N/A,1463,N/A,Est_Alm_Nudo
MUELA 400,14075,50396,SEPE,Comunidad Valenciana,SI,NO,SI,1249,1249,WSCR_Nudo,3277,E339_SEPE,2269,1208,Est_Gen_Zona,4085,E339_SEPE,2269,1208,Est_Alm_Zona
MUELLE GRANDE 66,39140,50397,SEC,Canarias,NO,SI,SI,100,70,WSCR_Nudo,143,N/A,116,N/A,Est_Gen_Nudo,147,N/A,116,N/A,Est_Alm_Nudo
