cuenca_hidrografica,embalse_nombre,mes,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Guadiana,Piedra Aguda,3,10.75,15.5,16.0,16.0,11.0,12.0,9.75,11.0,6.0,16.0
Guadiana,Piedra Aguda,4,10.0,16.0,16.0,16.0,11.5,12.0,14.0,11.0,6.0,16.0
Guadiana,Piedra Aguda,5,9.8,16.0,16.0,15.75,14.6,11.0,15.6,10.25,6.0,16.0
Guadiana,Piedra Aguda,6,8.75,15.25,15.0,13.8,15.75,10.0,15.0,8.5,6.0,15.2
Guadiana,Piedra Aguda,7,7.2,13.8,13.4,12.5,14.25,8.5,13.8,7.4,5.75,13.75
Guadiana,Piedra Aguda,8,6.0,11.5,11.5,10.75,12.8,7.0,12.5,6.25,5.0,12.4
Guadiana,Piedra Aguda,9,5.0,10.5,11.0,10.0,11.5,6.0,11.75,6.0,5.0,11.25
Guadiana,Piedra Aguda,10,5.0,10.0,12.5,9.5,11.0,5.4,11.0,5.4,4.0,11.0
Guadiana,Piedra Aguda,11,7.25,10.0,13.25,10.0,11.0,5.0,11.0,5.0,4.75,13.0
Guadiana,Piedra Aguda,12,8.25,10.0,15.4,9.0,11.0,5.0,11.0,5.4,5.8,13.0
Guadiana,Proserpina,1,4.0,4.0,4.75,5.0,4.0,4.0,3.0,4.0,3.0,3.0
Guadiana,Proserpina,2,4.0,4.25,5.0,5.0,4.0,4.0,3.0,4.0,3.75,4.0
Guadiana,Proserpina,3,4.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0
Guadiana,Proserpina,4,4.0,4.8,5.0,5.0,4.0,4.0,4.25,4.0,4.0,4.0
Guadiana,Proserpina,5,4.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0
Guadiana,Proserpina,6,4.0,5.0,5.0,4.8,4.0,4.0,4.25,4.0,4.0,4.0
Guadiana,Proserpina,7,4.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0
Guadiana,Proserpina,8,4.0,4.5,4.5,4.0,4.0,4.0,4.0,4.0,3.0,4.0
Guadiana,Proserpina,9,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.5,3.0,4.0
Guadiana,Proserpina,10,4.0,4.0,4.25,4.0,4.0,4.0,4.0,3.0,3.0,4.0
Guadiana,Proserpina,11,4.0,4.0,4.25,4.0,4.0,3.25,4.0,3.0,3.0,4.0
Guadiana,Proserpina,12,4.0,4.0,5.0,4.0,4.0,3.0,4.0,3.0,3.0,4.0
Guadiana,Pto. Vallehermoso,1,7.0,7.0,4.0,5.0,4.0,4.0,2.0,6.0,6.0,4.25
Guadiana,Pto. Vallehermoso,2,6.5,6.0,5.25,5.0,4.5,4.0,2.0,6.0,6.25,5.0
Guadiana,Pto. Vallehermoso,3,6.0,6.0,6.0,5.6,5.0,4.0,2.5,6.0,7.0,5.6
Guadiana,Pto. Vallehermoso,4,6.0,6.4,6.0,6.75,5.25,4.0,4.75,6.0,7.0,6.25
Guadiana,Pto. Vallehermoso,5,6.0,6.0,6.0,6.0,6.0,4.0,6.4,7.0,7.0,7.0
Guadiana,Pto. Vallehermoso,6,5.75,6.75,7.0,6.0,6.0,4.0,7.0,7.0,6.0,7.0
Guadiana,Pto. Vallehermoso,7,5.0,7.0,6.8,5.5,6.0,3.5,7.0,6.2,6.0,6.0
Guadiana,Pto. Vallehermoso,8,5.0,6.5,6.0,4.75,5.0,3.0,7.0,6.0,5.25,5.8
Guadiana,Pto. Vallehermoso,9,5.0,6.0,6.0,4.0,4.5,3.0,7.0,5.5,5.0,5.0
Guadiana,Pto. Vallehermoso,10,5.0,6.2,6.0,4.0,4.0,2.0,7.0,5.0,4.5,5.0
Guadiana,Pto. Vallehermoso,11,5.75,5.75,5.0,4.0,4.0,2.0,7.0,5.0,4.0,5.0
Guadiana,Pto. Vallehermoso,12,6.25,4.4,5.0,4.0,4.0,2.0,6.25,5.8,4.0,5.0
Guadiana,Ruecas,1,32.6,33.25,38.0,33.25,21.25,36.6,24.2,23.5,27.0,24.25
Guadiana,Ruecas,2,33.0,39.0,40.0,34.5,25.0,38.75,21.0,25.5,28.75,35.75
Guadiana,Ruecas,3,33.0,40.75,41.0,35.8,29.4,35.25,31.25,26.25,30.0,35.8
Guadiana,Ruecas,4,33.0,42.0,39.4,36.25,33.25,35.0,36.25,27.0,31.25,36.0
Guadiana,Ruecas,5,33.0,42.0,37.5,32.5,40.4,34.0,37.6,26.25,33.25,36.5
Guadiana,Ruecas,6,32.0,41.25,31.25,23.2,39.75,32.0,37.25,24.0,33.4,34.8
Guadiana,Ruecas,7,29.0,38.8,27.6,21.0,38.0,30.0,35.0,21.6,30.75,32.25
Guadiana,Ruecas,8,26.0,36.0,25.25,19.0,35.2,27.4,33.5,19.25,27.5,29.6
Guadiana,Ruecas,9,23.75,35.0,23.4,14.6,32.5,26.0,31.25,18.5,25.4,26.75
Guadiana,Ruecas,10,23.8,33.0,23.75,13.5,31.5,24.0,30.4,18.0,25.0,26.0
Guadiana,Ruecas,11,26.5,32.5,25.5,15.25,34.2,24.0,26.0,18.0,26.75,31.0
Guadiana,Ruecas,12,28.5,31.4,31.8,18.0,35.5,24.0,21.75,21.2,30.4,33.5
Guadiana,Sierra Brava,1,175.0,143.75,217.25,150.25,129.75,157.0,109.6,154.0,122.0,115.75
Guadiana,Sierra Brava,2,174.25,158.5,232.0,151.25,133.0,169.5,125.5,154.75,124.5,148.75
Guadiana,Sierra Brava,3,173.5,192.25,230.0,152.0,136.0,181.0,170.5,155.0,125.0,171.0
Guadiana,Sierra Brava,4,172.5,232.0,228.4,151.0,188.75,182.5,206.25,174.4,127.75,171.5
Guadiana,Sierra Brava,5,172.6,230.5,216.25,158.25,205.6,180.8,220.6,182.5,130.75,171.5
Guadiana,Sierra Brava,6,169.25,228.75,199.5,174.0,215.0,171.75,215.75,177.75,130.6,158.4
Guadiana,Sierra Brava,7,150.2,214.6,170.4,151.5,199.5,149.75,189.0,157.6,119.75,134.25
Guadiana,Sierra Brava,8,126.5,188.75,146.75,129.0,170.2,126.6,169.5,133.5,100.25,109.2
Guadiana,Sierra Brava,9,120.75,181.0,121.0,122.4,142.5,118.0,140.5,120.0,81.6,86.0
Guadiana,Sierra Brava,10,120.4,181.0,119.25,124.0,135.25,111.0,132.0,114.0,76.75,82.75
Guadiana,Sierra Brava,11,129.75,185.5,124.0,126.75,136.4,110.25,141.0,113.25,79.0,87.0
Guadiana,Sierra Brava,12,133.5,193.2,143.4,126.8,146.0,109.75,152.25,116.6,90.8,87.5
Guadiana,Tentudia,1,4.0,3.5,4.0,5.0,3.0,3.0,2.0,4.0,3.0,2.0
Guadiana,Tentudia,2,4.0,4.0,4.5,5.0,3.0,3.0,2.0,4.0,3.0,2.0
Guadiana,Tentudia,3,4.0,4.75,5.0,5.0,3.0,3.0,3.25,4.0,3.0,2.4
Guadiana,Tentudia,4,4.0,5.0,5.0,5.0,3.0,3.0,4.5,4.0,3.0,2.0
Guadiana,Tentudia,5,4.0,5.0,5.0,5.0,3.6,3.0,5.0,4.0,3.0,2.0
Guadiana,Tentudia,6,3.5,5.0,5.0,4.0,4.0,3.0,5.0,3.5,3.0,2.0
Guadiana,Tentudia,7,3.0,5.0,4.4,4.0,4.0,3.0,5.0,3.0,2.25,2.0
Guadiana,Tentudia,8,3.0,4.0,4.0,4.0,3.8,3.0,4.5,3.0,2.0,2.0
Guadiana,Tentudia,9,3.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,2.0,2.0
Guadiana,Tentudia,10,3.0,4.0,4.0,4.0,3.0,2.0,4.0,3.0,2.0,1.0
Guadiana,Tentudia,11,3.0,4.0,4.0,4.0,3.0,2.0,4.0,2.0,2.0,1.0
Guadiana,Tentudia,12,3.0,4.0,5.0,3.0,3.0,2.0,4.0,2.4,2.0,1.0
Guadiana,Torre de Abrahán,1,131.8,89.25,138.75,128.0,79.0,58.4,15.0,54.0,16.25,14.5
Guadiana,Torre de Abrahán,2,130.0,104.0,167.0,128.25,78.0,58.75,14.75,54.0,17.5,24.5
Guadiana,Torre de Abrahán,3,129.0,128.75,183.0,130.0,76.4,58.25,44.5,53.75,18.4,32.4
Guadiana,Torre de Abrahán,4,128.0,183.0,182.0,131.5,77.75,57.5,78.5,53.0,21.75,33.75
Guadiana,Torre de Abrahán,5,127.2,183.0,179.0,129.5,91.6,55.8,88.4,51.5,26.5,34.0
Guadiana,Torre de Abrahán,6,120.25,181.25,171.0,120.6,95.75,49.5,89.5,44.75,26.8,32.4
Guadiana,Torre de Abrahán,7,104.2,170.6,156.2,106.25,85.75,40.25,80.8,32.4,23.5,27.75
Guadiana,Torre de Abrahán,8,87.75,151.75,140.0,90.0,71.8,27.4,68.25,21.5,19.75,21.4
Guadiana,Torre de Abrahán,9,78.5,142.0,129.8,82.4,62.0,21.0,58.75,18.0,15.8,16.75
Guadiana,Torre de Abrahán,10,76.6,137.6,127.75,80.5,59.75,18.4,55.4,17.4,14.0,14.5
Guadiana,Torre de Abrahán,11,79.25,136.0,126.5,80.0,58.2,16.75,55.0,16.0,14.0,13.4
Guadiana,Torre de Abrahán,12,82.75,134.6,127.2,79.0,58.5,15.0,55.0,15.4,14.0,13.0
Guadiana,Valuengo,1,19.0,18.25,16.75,19.25,12.0,13.8,9.0,14.5,10.5,15.25
Guadiana,Valuengo,2,19.0,19.0,19.0,19.0,13.25,15.75,9.0,15.0,11.75,18.25
Guadiana,Valuengo,3,19.25,17.5,19.0,19.4,15.0,19.0,17.5,15.0,12.0,19.0
Guadiana,Valuengo,4,19.0,18.8,19.2,19.0,16.25,19.0,19.0,15.4,12.0,19.0
Guadiana,Valuengo,5,19.2,19.5,19.0,19.5,19.4,19.0,19.8,15.5,12.0,19.0
Guadiana,Valuengo,6,18.25,19.25,18.0,17.6,18.75,17.5,19.25,13.75,13.6,18.2
Guadiana,Valuengo,7,16.2,18.0,16.2,15.5,18.5,16.0,17.6,11.2,12.0,16.5
Guadiana,Valuengo,8,14.25,15.75,13.75,13.5,17.0,13.0,15.5,8.75,9.75,14.6
Guadiana,Valuengo,9,12.0,14.5,11.4,11.2,14.5,10.5,13.5,7.5,7.8,13.5
Guadiana,Valuengo,10,11.0,14.6,14.25,10.5,13.25,9.0,12.2,6.6,7.0,15.0
Guadiana,Valuengo,11,17.5,11.0,17.5,11.0,13.0,9.0,13.25,6.25,7.75,15.0
Guadiana,Valuengo,12,18.5,11.0,18.8,11.0,13.0,9.0,14.0,8.0,10.6,14.5
Guadiana,Vega del Jabalón,1,32.2,31.75,31.25,29.0,22.0,14.0,8.0,8.0,4.0,1.0
Guadiana,Vega del Jabalón,2,33.0,31.0,31.0,29.0,22.0,14.0,7.75,8.0,4.0,1.0
Guadiana,Vega del Jabalón,3,33.0,29.0,31.5,29.2,22.0,14.0,9.75,8.0,4.0,1.0
Guadiana,Vega del Jabalón,4,33.0,31.6,32.8,30.0,22.0,13.0,12.0,8.0,3.25,1.0
Guadiana,Vega del Jabalón,5,33.0,33.0,32.75,29.25,22.0,12.8,12.0,7.0,3.0,1.0
Guadiana,Vega del Jabalón,6,32.5,33.0,32.0,28.2,21.5,11.5,12.0,6.75,3.0,1.0
Guadiana,Vega del Jabalón,7,31.0,32.8,30.8,26.75,20.25,10.5,11.0,6.0,2.5,0.75
Guadiana,Vega del Jabalón,8,29.5,31.5,29.25,25.25,18.2,9.4,10.0,5.25,2.0,0.8
Guadiana,Vega del Jabalón,9,28.25,31.0,28.0,24.0,16.0,8.75,9.25,5.0,2.0,0.0
Guadiana,Vega del Jabalón,10,28.0,31.0,28.0,23.0,15.0,8.0,9.0,4.6,2.0,0.0
Guadiana,Vega del Jabalón,11,31.5,31.0,27.75,23.0,14.2,8.0,9.0,4.0,1.75,0.0
Guadiana,Vega del Jabalón,12,31.0,31.2,28.4,22.4,14.0,8.0,8.75,4.0,1.0,0.0
Guadiana,Villar del Rey,1,91.4,87.0,91.5,102.75,76.25,81.0,68.6,89.5,80.0,103.25
Guadiana,Villar del Rey,2,89.5,99.5,110.75,101.5,82.5,91.75,67.0,88.25,80.0,125.25
Guadiana,Villar del Rey,3,88.0,123.0,121.5,98.0,83.6,98.0,114.25,87.25,80.6,124.4
Guadiana,Villar del Rey,4,85.75,127.6,115.4,95.75,84.0,96.5,128.25,85.0,102.0,115.75
Guadiana,Villar del Rey,5,84.2,114.25,107.5,94.5,92.6,93.6,122.4,82.75,119.5,110.0
Guadiana,Villar del Rey,6,80.5,101.75,98.25,86.8,93.25,88.25,113.0,79.75,113.4,100.4
Guadiana,Villar del Rey,7,76.2,92.8,90.0,83.0,89.75,84.0,105.2,76.0,105.25,94.0
Guadiana,Villar del Rey,8,71.5,87.75,85.75,78.5,84.0,79.6,100.0,72.25,99.0,89.2
Guadiana,Villar del Rey,9,68.25,86.0,82.8,74.0,79.75,77.0,94.5,69.0,94.8,85.0
Guadiana,Villar del Rey,10,66.0,81.6,90.5,72.75,77.5,72.6,92.6,64.8,91.75,83.5
Guadiana,Villar del Rey,11,72.75,81.25,94.0,73.75,76.4,71.0,91.5,63.5,91.75,85.0
Guadiana,Villar del Rey,12,74.5,81.8,102.4,72.4,80.25,69.25,90.25,69.0,98.2,83.75
Guadiana,Zújar,1,254.8,244.0,238.25,250.75,246.5,278.4,215.8,228.5,226.5,184.5
Guadiana,Zújar,2,237.75,245.25,249.75,247.5,257.0,278.5,212.75,225.5,223.5,241.75
Guadiana,Zújar,3,221.75,250.5,282.5,238.8,252.2,279.5,215.75,221.25,225.2,247.0
Guadiana,Zújar,4,225.5,272.8,279.8,237.75,273.25,280.25,216.5,263.0,258.25,255.0
Guadiana,Zújar,5,250.0,268.0,252.5,251.25,279.2,280.6,272.8,269.5,250.0,254.25
Guadiana,Zújar,6,274.0,269.25,265.0,258.0,271.25,270.0,274.25,273.25,236.8,241.8
Guadiana,Zújar,7,272.8,255.0,266.8,257.0,261.75,264.75,264.4,258.6,247.0,227.0
Guadiana,Zújar,8,273.5,252.5,266.5,259.75,258.0,263.4,263.75,255.25,227.75,202.4
Guadiana,Zújar,9,278.25,241.75,265.2,256.0,269.5,233.0,265.0,241.5,201.6,176.0
Guadiana,Zújar,10,259.6,234.8,261.25,261.0,272.25,219.8,244.4,235.6,190.25,167.5
Guadiana,Zújar,11,247.5,231.75,257.75,286.25,269.8,217.5,236.0,233.5,185.5,163.0
Guadiana,Zújar,12,245.0,231.2,254.6,271.2,274.5,216.25,232.5,229.6,180.6,159.5
Júcar,Alarcón,1,668.2,560.25,771.25,746.5,547.5,412.0,309.0,420.0,411.25,481.75
Júcar,Alarcón,2,664.75,585.0,813.5,763.75,560.5,418.5,307.0,432.0,428.5,540.75
Júcar,Alarcón,3,662.25,630.5,877.75,790.2,599.6,425.5,349.0,440.5,446.8,589.2
Júcar,Alarcón,4,660.75,786.4,905.2,799.25,634.0,427.75,423.75,446.0,488.0,605.5
Júcar,Alarcón,5,661.8,833.75,903.5,774.75,639.8,424.6,478.8,461.0,517.0,614.0
Júcar,Alarcón,6,646.5,808.5,882.25,724.2,620.25,403.5,479.5,442.0,535.4,613.8
Júcar,Alarcón,7,616.8,797.2,844.2,662.25,568.75,389.25,454.8,410.2,530.25,603.75
Júcar,Alarcón,8,589.75,783.0,792.5,598.0,503.4,369.8,419.25,381.5,516.25,585.8
Júcar,Alarcón,9,568.0,776.25,758.0,565.2,438.5,351.5,391.0,353.0,483.8,570.25
Júcar,Alarcón,10,555.8,760.6,733.75,554.25,411.75,327.6,384.4,344.8,467.0,562.0
Júcar,Alarcón,11,558.75,756.5,730.75,552.0,410.0,316.75,390.0,342.75,466.0,568.0
Júcar,Alarcón,12,559.25,753.2,741.4,547.2,413.0,311.5,409.75,363.4,470.8,580.5
Júcar,Algar,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.25,0.75
Júcar,Algar,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,1.5,1.0
Júcar,Algar,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,1.0
Júcar,Algar,4,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.4,1.0,1.0
Júcar,Algar,5,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.5,1.25,1.0
Júcar,Algar,6,0.0,0.0,0.0,0.0,0.0,1.25,0.0,0.0,1.0,1.0
Júcar,Algar,7,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,1.0,0.0
Júcar,Algar,8,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,1.0,0.0
Júcar,Algar,9,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,1.0,0.75
Júcar,Algar,10,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.25,0.0
Júcar,Algar,11,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0
Júcar,Algar,12,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Júcar,Amadorio,1,10.8,10.0,7.25,1.25,3.5,6.4,6.0,4.0,12.0,7.0
Júcar,Amadorio,2,13.25,10.0,7.0,1.0,3.0,13.0,6.25,4.0,14.0,7.0
Júcar,Amadorio,3,14.0,11.25,7.0,1.0,3.0,14.0,7.25,4.0,14.0,7.0
Júcar,Amadorio,4,14.0,12.0,6.2,1.0,3.0,14.0,6.25,4.2,14.0,7.0
Júcar,Amadorio,5,13.2,13.75,5.25,0.75,3.0,13.8,6.0,6.75,14.0,8.0
Júcar,Amadorio,6,12.25,14.0,4.25,0.0,2.0,13.0,5.5,7.0,13.0,8.0
Júcar,Amadorio,7,11.0,12.6,3.6,0.25,2.0,11.75,4.6,6.4,11.75,7.0
Júcar,Amadorio,8,9.5,11.25,3.0,1.0,1.8,10.4,3.75,4.5,10.5,6.4
Júcar,Amadorio,9,8.25,10.0,2.4,0.8,1.0,7.25,4.0,5.5,9.0,6.0
Júcar,Amadorio,10,7.4,8.0,2.0,1.0,1.0,8.0,3.0,7.0,7.75,5.25
Júcar,Amadorio,11,7.75,7.0,2.0,2.5,1.0,7.0,3.25,7.0,7.0,5.0
Júcar,Amadorio,12,9.5,7.0,1.4,3.6,1.5,6.5,4.0,9.0,7.0,5.0
Júcar,Arenós,1,60.0,44.25,44.5,43.75,61.5,61.2,64.0,66.25,54.75,59.25
Júcar,Arenós,2,64.5,50.75,47.5,51.0,66.25,76.75,69.75,75.75,65.0,66.5
Júcar,Arenós,3,61.5,59.75,52.25,56.2,63.2,84.0,75.25,83.25,64.8,67.0
Júcar,Arenós,4,59.0,63.8,57.4,69.5,63.25,86.0,78.0,92.4,66.0,65.75
Júcar,Arenós,5,55.0,65.25,60.5,67.25,69.2,84.4,77.2,94.5,65.5,68.0
Júcar,Arenós,6,50.5,65.5,55.5,67.2,68.5,74.75,64.75,88.0,64.8,69.6
Júcar,Arenós,7,43.4,60.6,49.2,65.5,60.75,64.5,53.0,78.2,62.0,66.25
Júcar,Arenós,8,35.75,58.75,34.5,63.5,50.8,58.0,48.75,67.0,56.5,58.4
Júcar,Arenós,9,29.25,52.25,27.6,54.2,45.5,52.75,47.25,56.25,51.6,51.25
Júcar,Arenós,10,24.0,51.8,25.5,52.75,47.75,49.2,49.8,51.0,48.25,51.75
Júcar,Arenós,11,29.75,49.5,25.25,55.0,42.0,53.25,57.5,51.0,49.25,51.6
Júcar,Arenós,12,35.25,46.4,35.2,55.0,47.75,58.25,57.5,52.0,56.4,52.0
Júcar,Arquillo de San Blas,1,17.0,8.75,17.0,12.5,13.0,11.0,3.0,17.25,17.25,17.25
Júcar,Arquillo de San Blas,2,17.0,9.25,17.0,14.25,13.5,10.75,3.0,17.0,17.0,18.25
Júcar,Arquillo de San Blas,3,17.0,12.5,17.0,16.8,15.4,10.0,5.5,17.0,17.4,17.2
Júcar,Arquillo de San Blas,4,17.0,17.8,18.0,18.0,17.25,10.0,12.5,18.4,18.0,17.75
Júcar,Arquillo de San Blas,5,16.0,18.0,17.0,17.5,18.4,9.0,18.4,19.0,19.0,19.0
Júcar,Arquillo de San Blas,6,14.25,18.75,16.25,17.2,18.25,8.0,19.0,19.0,19.0,19.0
Júcar,Arquillo de San Blas,7,12.2,18.2,14.8,16.75,17.0,7.25,19.4,18.8,19.75,19.0
Júcar,Arquillo de San Blas,8,10.0,17.75,13.0,15.25,15.4,5.6,19.0,17.5,19.5,18.2
Júcar,Arquillo de San Blas,9,8.25,17.0,11.6,14.6,13.75,4.75,18.5,17.0,18.0,18.0
Júcar,Arquillo de San Blas,10,8.0,17.0,11.0,14.0,13.0,4.0,19.0,17.0,18.0,18.0
Júcar,Arquillo de San Blas,11,8.0,17.0,10.75,14.0,12.0,4.0,18.5,17.0,18.0,17.8
Júcar,Arquillo de San Blas,12,8.0,17.0,11.6,13.8,12.0,3.0,17.5,17.6,17.6,17.5
Júcar,Bellús,1,16.0,24.5,9.0,6.0,6.0,22.4,7.2,5.0,22.75,14.75
Júcar,Bellús,2,19.5,25.0,8.0,6.25,5.5,24.0,9.0,4.25,24.0,15.75
Júcar,Bellús,3,21.5,27.75,7.25,7.4,5.0,24.5,8.75,4.0,24.0,16.6
Júcar,Bellús,4,24.75,28.6,7.6,9.0,5.75,24.0,8.0,6.8,24.0,18.0
Júcar,Bellús,5,24.4,28.75,7.0,9.0,5.6,24.4,7.2,11.75,24.25,19.0
Júcar,Bellús,6,18.25,25.0,6.0,8.0,4.75,25.5,7.5,11.5,20.8,19.0
Júcar,Bellús,7,12.2,21.4,5.8,7.5,3.0,19.0,6.4,9.8,14.75,16.5
Júcar,Bellús,8,5.25,18.25,5.0,7.0,3.0,8.6,5.25,8.75,13.75,14.4
Júcar,Bellús,9,2.0,13.75,5.0,6.6,2.5,7.0,5.75,13.5,13.0,13.5
Júcar,Bellús,10,5.0,11.6,5.0,6.0,2.0,8.0,5.8,18.2,13.0,13.5
Júcar,Bellús,11,13.75,10.25,5.0,6.0,2.0,8.0,5.25,19.0,13.0,12.6
Júcar,Bellús,12,22.5,10.0,6.0,6.0,10.5,7.0,6.25,19.4,14.0,11.75
Júcar,Benagéber,1,164.6,90.75,93.0,56.25,80.75,48.4,64.8,131.25,146.75,212.25
Júcar,Benagéber,2,167.5,92.25,101.5,60.0,80.25,60.75,68.5,140.0,166.75,217.5
Júcar,Benagéber,3,164.25,99.75,111.0,67.2,79.4,72.75,73.25,144.25,185.8,219.0
Júcar,Benagéber,4,162.5,109.0,111.6,90.5,80.0,83.25,78.0,148.4,216.5,220.75
Júcar,Benagéber,5,152.2,124.75,101.5,91.25,77.8,87.2,76.2,166.5,220.25,215.5
Júcar,Benagéber,6,135.25,128.0,88.75,86.6,70.25,87.25,81.5,163.5,213.8,210.6
Júcar,Benagéber,7,117.0,119.6,77.2,81.75,59.0,82.75,75.6,154.0,213.25,199.75
Júcar,Benagéber,8,95.25,104.75,61.75,74.0,48.0,74.2,64.25,140.75,207.25,193.4
Júcar,Benagéber,9,79.25,99.75,48.6,72.2,35.25,69.5,58.75,133.0,194.2,197.0
Júcar,Benagéber,10,74.2,92.2,44.75,69.0,29.5,65.2,64.0,130.6,186.0,198.25
Júcar,Benagéber,11,80.0,82.5,41.25,76.0,28.8,61.5,92.5,128.75,190.25,202.4
Júcar,Benagéber,12,85.75,85.6,48.2,80.2,38.0,62.5,114.5,134.4,202.4,209.5
Júcar,Beniarrés,1,21.4,21.0,15.25,6.0,6.25,21.0,12.2,11.25,21.25,15.5
Júcar,Beniarrés,2,21.25,22.0,15.25,6.5,6.5,21.75,15.5,12.0,21.5,16.0
Júcar,Beniarrés,3,23.0,23.25,15.5,8.4,6.0,23.25,16.0,11.25,23.4,16.8
Júcar,Beniarrés,4,24.0,24.0,15.6,10.0,6.75,24.0,16.0,14.0,24.0,17.5
Júcar,Beniarrés,5,24.0,24.25,14.0,9.25,6.4,24.0,15.2,19.0,24.25,19.0
Júcar,Beniarrés,6,22.75,25.5,12.0,7.8,4.75,23.75,14.5,17.75,25.2,18.6
Júcar,Beniarrés,7,20.8,24.8,9.6,6.0,3.25,23.0,12.0,16.0,23.5,16.75
Júcar,Beniarrés,8,18.0,20.5,7.0,4.25,2.0,18.6,9.25,11.75,20.5,14.2
Júcar,Beniarrés,9,15.75,18.25,4.4,3.6,1.5,15.75,8.0,15.0,16.0,12.5
Júcar,Beniarrés,10,14.2,13.6,4.0,4.25,2.0,13.2,8.0,14.2,13.25,12.75
Júcar,Beniarrés,11,16.0,12.5,4.0,5.25,2.8,12.0,8.75,14.5,13.25,13.0
Júcar,Beniarrés,12,18.5,14.0,4.8,6.0,9.75,12.0,10.5,18.6,14.2,13.0
Júcar,Buseo,1,3.0,2.0,3.0,2.0,3.0,8.0,4.0,3.0,3.75,3.0
Júcar,Buseo,2,3.0,2.0,3.0,2.0,3.0,7.5,3.25,2.25,6.0,3.0
Júcar,Buseo,3,3.0,2.75,3.0,2.4,2.8,7.5,3.0,2.0,5.2,3.0
Júcar,Buseo,4,3.0,3.0,2.2,4.0,2.0,8.0,3.0,2.8,6.75,3.0
Júcar,Buseo,5,3.0,4.0,2.0,3.25,2.0,7.6,3.0,4.0,7.0,2.75
Júcar,Buseo,6,3.0,4.0,2.0,3.0,2.0,6.75,3.0,4.0,7.0,2.4
Júcar,Buseo,7,3.0,3.0,2.0,3.0,2.0,6.0,2.4,3.4,6.5,2.0
Júcar,Buseo,8,2.5,3.0,2.0,3.0,2.0,5.6,2.0,3.0,4.25,2.0
Júcar,Buseo,9,2.0,3.0,2.0,2.8,2.0,5.0,2.0,3.0,3.0,2.0
Júcar,Buseo,10,2.0,3.0,2.0,2.0,2.0,5.0,2.0,3.0,2.25,2.0
Júcar,Buseo,11,2.0,3.0,2.0,2.75,2.0,4.0,2.25,3.0,2.0,2.0
Júcar,Buseo,12,2.0,3.0,2.0,3.0,4.5,4.0,3.0,3.0,3.0,2.0
Júcar,Contreras,1,405.2,285.0,343.25,215.0,171.75,119.4,86.0,160.25,160.75,298.0
Júcar,Contreras,2,406.25,289.75,356.25,225.5,175.0,125.25,86.0,165.75,177.0,327.0
Júcar,Contreras,3,407.25,305.5,377.0,236.4,183.2,130.0,103.5,170.0,197.8,334.8
Júcar,Contreras,4,408.0,353.8,387.8,250.75,191.5,134.25,134.75,178.4,251.0,318.25
Júcar,Contreras,5,405.0,382.0,376.75,255.25,195.6,135.8,161.4,201.0,281.75,310.75
Júcar,Contreras,6,385.75,394.0,336.25,254.8,182.5,136.75,185.0,192.25,300.2,303.4
Júcar,Contreras,7,353.2,383.8,292.8,232.0,157.0,134.5,177.8,178.8,308.0,293.25
Júcar,Contreras,8,302.0,352.5,244.75,196.25,122.8,122.0,147.25,142.75,307.5,289.6
Júcar,Contreras,9,279.25,332.25,209.6,166.8,105.0,99.5,125.0,121.25,294.6,278.75
Júcar,Contreras,10,277.4,335.4,205.0,166.5,105.25,88.0,126.6,121.8,292.0,277.5
Júcar,Contreras,11,281.0,337.5,205.5,168.75,107.2,86.0,137.25,123.75,285.0,280.2
Júcar,Contreras,12,283.5,339.4,211.8,170.6,114.25,86.0,151.5,135.2,291.2,283.75
Júcar,Cortes II,1,108.8,107.5,107.25,112.5,103.5,106.6,109.6,108.75,109.25,104.25
Júcar,Cortes II,2,97.5,111.25,108.0,108.5,100.0,105.75,108.25,107.5,102.75,102.25
Júcar,Cortes II,3,112.75,110.75,105.75,106.6,105.0,107.0,105.5,112.0,104.0,105.6
Júcar,Cortes II,4,112.75,105.2,105.8,105.5,103.75,108.5,104.25,111.6,106.5,110.25
Júcar,Cortes II,5,112.4,109.0,110.0,109.75,101.6,107.4,106.0,108.25,107.25,104.0
Júcar,Cortes II,6,112.5,108.25,109.75,113.8,104.5,110.25,109.5,104.5,105.8,104.6
